row_num,fundo_u_origen,obs_raw_flat,rx_diio,rx_rut,rx_pesos_kg,rx_pesos_pv,rx_guia,rx_precio_dollar,rx_precio_texto,rx_precio_kg,rx_precio_unitario,rx_cantidad_animal,rx_fecha_dd_mm_yyyy,rx_fecha_texto,rx_patente_auto,rx_camion_prefix,rx_carro_prefix,rx_kw_compra,rx_kw_venta,rx_kw_traslado,rx_kw_tratamiento,rx_nombre_propio,rx_url,rx_porcentaje,obs_lines_joined
705,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
706,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
707,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
708,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
709,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
710,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
711,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
712,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
713,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
714,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
715,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
716,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
717,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
718,Medieria FT,PESAJE DESDE VENTA,,,,,,,,,,,,,,,,,VENTA,,,,,,PESAJE DESDE VENTA
