Diio,Fundo,Tipo parto,Subtipo parto,Estado,Sexo,Collar,Fecha parto,Total partos,Creado por,Fecha creado
18086029,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",3,Diego,"""2022-10-02T00:00:00.000Z"""
4264457,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",11,Diego,"""2022-10-02T00:00:00.000Z"""
4237113,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",9,Diego,"""2022-10-02T00:00:00.000Z"""
12688898,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
22620302,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
16464226,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",3,Diego,"""2022-10-02T00:00:00.000Z"""
25836265,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
20055890,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
18086558,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
16464697,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
16464855,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
25836305,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
14476311,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",13,Diego,"""2022-10-02T00:00:00.000Z"""
16464916,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4264709,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",10,Diego,"""2022-10-02T00:00:00.000Z"""
14476257,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4237394,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",9,Diego,"""2022-10-02T00:00:00.000Z"""
4263490,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",11,Diego,"""2022-10-02T00:00:00.000Z"""
4220907,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",10,Diego,"""2022-10-02T00:00:00.000Z"""
18086692,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4263520,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",10,Diego,"""2022-10-02T00:00:00.000Z"""
10590937,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",10,Diego,"""2022-10-02T00:00:00.000Z"""
18086069,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",1,Diego,"""2022-10-02T00:00:00.000Z"""
25836227,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
16464735,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",3,Diego,"""2022-10-02T00:00:00.000Z"""
14476456,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
10591121,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
18954364,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",3,Diego,"""2022-10-02T00:00:00.000Z"""
14462830,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
18086380,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
25836370,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
25836395,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4297192,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
15730428,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
14476432,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
12688138,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
4221280,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",11,Diego,"""2022-10-02T00:00:00.000Z"""
20055843,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
16464725,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
12688566,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
18086199,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",2,Diego,"""2022-10-02T00:00:00.000Z"""
16464045,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
16464062,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
15756265,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
25836169,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
20055888,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",13,Diego,"""2022-10-02T00:00:00.000Z"""
21430613,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
4297933,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
10590889,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",12,Diego,"""2022-10-02T00:00:00.000Z"""
4236735,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",12,Diego,"""2022-10-02T00:00:00.000Z"""
25836174,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
16464018,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
25836228,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
20055915,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
25836352,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
21430609,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
19219896,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",11,Diego,"""2022-10-02T00:00:00.000Z"""
18859787,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
4282344,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
25836163,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
12546517,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
16464867,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4263856,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
16908186,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",3,Diego,"""2022-10-02T00:00:00.000Z"""
14475850,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
18859763,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
25890407,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4297076,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
25836216,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
18086481,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
4264017,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",11,Diego,"""2022-10-02T00:00:00.000Z"""
25836200,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
16464872,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
18086777,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
4263845,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
14476322,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",12,Diego,"""2022-10-02T00:00:00.000Z"""
4264413,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
4282582,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-23T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
4264237,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-23T00:00:00.000Z""",8,Diego,"""2022-10-02T00:00:00.000Z"""
10590795,San Pedro,Natural,Normal,Muerto,,,"""2022-08-25T00:00:00.000Z""",14,Diego,"""2022-10-02T00:00:00.000Z"""
14842007,San Pedro,Natural,Normal,Muerto,,,"""2022-08-22T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
18086249,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-22T00:00:00.000Z""",5,Diego,"""2022-10-02T00:00:00.000Z"""
21430656,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-22T00:00:00.000Z""",7,Diego,"""2022-10-02T00:00:00.000Z"""
21430633,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-22T00:00:00.000Z""",4,Diego,"""2022-10-02T00:00:00.000Z"""
21430640,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-22T00:00:00.000Z""",9,Diego,"""2022-10-02T00:00:00.000Z"""
21430637,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-22T00:00:00.000Z""",3,Diego,"""2022-10-02T00:00:00.000Z"""
21430657,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-22T00:00:00.000Z""",10,Diego,"""2022-10-02T00:00:00.000Z"""
21430648,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-22T00:00:00.000Z""",6,Diego,"""2022-10-02T00:00:00.000Z"""
20055871,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
19876109,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",2,Diego,"""2022-10-01T00:00:00.000Z"""
18086850,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",1,Diego,"""2022-10-01T00:00:00.000Z"""
16908156,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",3,Diego,"""2022-10-01T00:00:00.000Z"""
16464973,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",2,Diego,"""2022-10-01T00:00:00.000Z"""
25836233,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
14475645,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
16464780,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
16464176,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
21430678,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
12688995,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
4297113,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",9,Diego,"""2022-10-01T00:00:00.000Z"""
18086511,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
18086251,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",2,Diego,"""2022-10-01T00:00:00.000Z"""
25836339,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18859766,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086182,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",3,Diego,"""2022-10-01T00:00:00.000Z"""
20055830,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
25836273,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086218,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
4237234,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",10,Diego,"""2022-10-01T00:00:00.000Z"""
21430686,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-30T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
4296996,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-30T00:00:00.000Z""",10,Diego,"""2022-10-01T00:00:00.000Z"""
21430608,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
16464873,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
4237385,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",10,Diego,"""2022-10-01T00:00:00.000Z"""
25836275,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",8,Diego,"""2022-10-01T00:00:00.000Z"""
25836190,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
4282351,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
18085795,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
4237060,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",12,Diego,"""2022-10-01T00:00:00.000Z"""
4296966,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",10,Diego,"""2022-10-01T00:00:00.000Z"""
12663898,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
12546483,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
21430639,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
15454052,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
21430614,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",8,Diego,"""2022-10-01T00:00:00.000Z"""
20055874,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",10,Diego,"""2022-10-01T00:00:00.000Z"""
25836253,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",3,Diego,"""2022-10-01T00:00:00.000Z"""
25836238,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",8,Diego,"""2022-10-01T00:00:00.000Z"""
4263255,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",9,Diego,"""2022-10-01T00:00:00.000Z"""
25836230,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18085895,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
4263348,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",11,Diego,"""2022-10-01T00:00:00.000Z"""
16464250,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
4297064,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
18086406,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
25836141,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
4264201,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",8,Diego,"""2022-10-01T00:00:00.000Z"""
16464857,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",14,Diego,"""2022-10-01T00:00:00.000Z"""
16464981,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",2,Diego,"""2022-10-01T00:00:00.000Z"""
18086316,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
25836391,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086408,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
25836257,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
14475844,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
18086776,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
4263478,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",8,Diego,"""2022-10-01T00:00:00.000Z"""
4220993,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",10,Diego,"""2022-10-01T00:00:00.000Z"""
15730454,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086016,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",2,Diego,"""2022-10-01T00:00:00.000Z"""
16464189,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
25836361,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",11,Diego,"""2022-10-01T00:00:00.000Z"""
25890404,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
25836292,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
18086631,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
18086508,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
21430628,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086296,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
16464445,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
25836156,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
14476061,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
25836222,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086462,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086562,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086400,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",2,Diego,"""2022-10-01T00:00:00.000Z"""
18086060,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
20055822,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
10590217,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",9,Diego,"""2022-10-01T00:00:00.000Z"""
12546549,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
16464566,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
12688540,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",7,Diego,"""2022-10-01T00:00:00.000Z"""
4236598,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",11,Diego,"""2022-10-01T00:00:00.000Z"""
4263890,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",8,Diego,"""2022-10-01T00:00:00.000Z"""
23547666,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
12688491,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",6,Diego,"""2022-10-01T00:00:00.000Z"""
4263622,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",11,Diego,"""2022-10-01T00:00:00.000Z"""
4282232,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",9,Diego,"""2022-10-01T00:00:00.000Z"""
25836298,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086018,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-03T00:00:00.000Z""",3,Diego,"""2022-10-01T00:00:00.000Z"""
18086582,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-03T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086435,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-17T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086144,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-17T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
18086195,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-17T00:00:00.000Z""",3,Diego,"""2022-10-01T00:00:00.000Z"""
16464957,San Pedro,Natural,Normal,Vivo,Hembra,,"""2022-08-17T00:00:00.000Z""",4,Diego,"""2022-10-01T00:00:00.000Z"""
18085884,San Pedro,Natural,Normal,Vivo,Macho,,"""2022-08-17T00:00:00.000Z""",5,Diego,"""2022-10-01T00:00:00.000Z"""
