Diio,Fundo,Tipo parto,Subtipo parto,Estado,Sexo,Collar,Fecha parto,Total partos,Creado por,Fecha creado
26437444,San Pedro,Natural,Normal,Vivo,Hembra,,"""2026-02-01T00:00:00.000Z""",1,Diego,"""2026-03-13T00:00:00.000Z"""
26437461,San Pedro,Natural,Normal,Vivo,Macho,,"""2026-01-01T00:00:00.000Z""",1,Diego,"""2026-03-13T00:00:00.000Z"""
22619678,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-25T00:00:00.000Z""",2,Diego,"""2025-12-31T00:00:00.000Z"""
18086406,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-25T00:00:00.000Z""",5,Diego,"""2025-12-31T00:00:00.000Z"""
21430674,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-25T00:00:00.000Z""",3,Diego,"""2025-12-31T00:00:00.000Z"""
4264440,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-11-01T00:00:00.000Z""",11,Diego,"""2025-12-31T00:00:00.000Z"""
21429855,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-01T00:00:00.000Z""",3,Diego,"""2025-12-31T00:00:00.000Z"""
20055827,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-11-01T00:00:00.000Z""",6,Diego,"""2025-12-31T00:00:00.000Z"""
21429935,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-11-01T00:00:00.000Z""",3,Diego,"""2025-12-31T00:00:00.000Z"""
18085780,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-01T00:00:00.000Z""",5,Diego,"""2025-12-31T00:00:00.000Z"""
21430523,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",2,Diego,"""2025-11-12T00:00:00.000Z"""
21430694,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",12,Diego,"""2025-11-12T00:00:00.000Z"""
21429722,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",3,Diego,"""2025-11-12T00:00:00.000Z"""
4298457,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",10,Diego,"""2025-11-12T00:00:00.000Z"""
25836385,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",4,Diego,"""2025-11-12T00:00:00.000Z"""
18954194,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",4,Diego,"""2025-11-12T00:00:00.000Z"""
25836162,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",12,Diego,"""2025-11-12T00:00:00.000Z"""
24836201,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",4,Diego,"""2025-11-12T00:00:00.000Z"""
23547659,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",6,Diego,"""2025-11-12T00:00:00.000Z"""
25839203,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",6,Diego,"""2025-11-12T00:00:00.000Z"""
25836247,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",4,Diego,"""2025-11-11T00:00:00.000Z"""
26250915,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811288,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811277,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-09-26T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811259,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-08-15T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811273,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811658,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811592,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
26250931,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811637,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
24189954,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811797,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811261,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
24189922,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811586,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
26250911,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
24190308,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
24190078,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811366,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811227,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811607,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811691,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
26250912,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
26250914,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
22811619,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
24190029,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-01T00:00:00.000Z""",1,Diego,"""2025-11-11T00:00:00.000Z"""
25836384,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",5,Diego,"""2025-11-05T00:00:00.000Z"""
25836373,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
25836275,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",8,Diego,"""2025-11-05T00:00:00.000Z"""
25836173,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
21430693,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
21430532,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
21430518,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
21430043,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
21429913,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
21429766,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
19219865,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
19219168,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",3,Diego,"""2025-11-05T00:00:00.000Z"""
18954383,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
18954324,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
18953968,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
18086868,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
18086562,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",5,Diego,"""2025-11-05T00:00:00.000Z"""
26250934,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",5,Diego,"""2025-11-05T00:00:00.000Z"""
26250919,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",4,Diego,"""2025-11-05T00:00:00.000Z"""
16464812,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",8,Diego,"""2025-11-05T00:00:00.000Z"""
15454052,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",7,Diego,"""2025-11-05T00:00:00.000Z"""
10590889,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",12,Diego,"""2025-11-05T00:00:00.000Z"""
4236609,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-10-31T00:00:00.000Z""",12,Diego,"""2025-11-05T00:00:00.000Z"""
18085891,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-09-10T00:00:00.000Z""",5,Diego,"""2025-11-05T00:00:00.000Z"""
14476456,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-09-05T00:00:00.000Z""",5,Diego,"""2025-11-05T00:00:00.000Z"""
18859769,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
25836205,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
14476413,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
25836331,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
21429958,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
4237047,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",12,Diego,"""2025-11-03T00:00:00.000Z"""
21430396,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
4282573,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",10,Diego,"""2025-11-03T00:00:00.000Z"""
16464935,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",4,Diego,"""2025-11-03T00:00:00.000Z"""
16464551,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
18954511,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
16464045,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
18954271,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
12505335,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
21430064,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
18859778,San Pedro,Natural,Perdida Preñez,Muerto,,,"""2025-11-03T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
21430667,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",4,Diego,"""2025-11-03T00:00:00.000Z"""
25836228,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
16464968,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
22619454,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",2,Diego,"""2025-11-03T00:00:00.000Z"""
25836306,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
21429610,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
16464321,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
22811401,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
25836243,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-11-30T00:00:00.000Z""",4,Diego,"""2025-11-03T00:00:00.000Z"""
4221444,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-11-30T00:00:00.000Z""",13,Diego,"""2025-11-03T00:00:00.000Z"""
21430081,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-27T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
22620353,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-27T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
26250918,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-27T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
24899841,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-27T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
22811386,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-27T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
18953846,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-27T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
25890438,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-27T00:00:00.000Z""",11,Diego,"""2025-11-03T00:00:00.000Z"""
21430390,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-27T00:00:00.000Z""",3,Diego,"""2025-11-03T00:00:00.000Z"""
20055891,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-08-20T00:00:00.000Z""",4,Diego,"""2025-11-03T00:00:00.000Z"""
4263718,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-08-20T00:00:00.000Z""",11,Diego,"""2025-11-03T00:00:00.000Z"""
25836159,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",7,Diego,"""2025-11-03T00:00:00.000Z"""
16908147,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-08-20T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
25890404,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
16464670,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-08-20T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
25836332,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",12,Diego,"""2025-11-03T00:00:00.000Z"""
23547657,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
16464532,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",5,Diego,"""2025-11-03T00:00:00.000Z"""
25836169,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-08-20T00:00:00.000Z""",8,Diego,"""2025-11-03T00:00:00.000Z"""
16464555,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
18954581,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-20T00:00:00.000Z""",4,Diego,"""2025-11-03T00:00:00.000Z"""
22811363,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-22T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
24190099,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-22T00:00:00.000Z""",1,Diego,"""2025-11-03T00:00:00.000Z"""
14476591,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-08-25T00:00:00.000Z""",6,Diego,"""2025-11-03T00:00:00.000Z"""
22619221,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
25005184,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
22811382,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
22811313,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
22811310,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
24190124,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
22811509,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
25836196,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-20T00:00:00.000Z""",4,Diego,"""2025-10-22T00:00:00.000Z"""
21430539,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-20T00:00:00.000Z""",3,Diego,"""2025-10-22T00:00:00.000Z"""
21430533,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-18T00:00:00.000Z""",3,Diego,"""2025-10-22T00:00:00.000Z"""
21430415,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-18T00:00:00.000Z""",3,Diego,"""2025-10-22T00:00:00.000Z"""
21429655,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-18T00:00:00.000Z""",3,Diego,"""2025-10-22T00:00:00.000Z"""
12688375,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-18T00:00:00.000Z""",8,Diego,"""2025-10-22T00:00:00.000Z"""
4237210,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-18T00:00:00.000Z""",12,Diego,"""2025-10-22T00:00:00.000Z"""
22811634,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-21T00:00:00.000Z""",1,Diego,"""2025-10-22T00:00:00.000Z"""
25836186,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-20T00:00:00.000Z""",7,Diego,"""2025-10-22T00:00:00.000Z"""
25836219,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-20T00:00:00.000Z""",4,Diego,"""2025-10-22T00:00:00.000Z"""
12688137,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-20T00:00:00.000Z""",8,Diego,"""2025-10-22T00:00:00.000Z"""
14475894,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-20T00:00:00.000Z""",5,Diego,"""2025-10-22T00:00:00.000Z"""
4220788,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-20T00:00:00.000Z""",13,Diego,"""2025-10-22T00:00:00.000Z"""
20055900,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-20T00:00:00.000Z""",5,Diego,"""2025-10-22T00:00:00.000Z"""
4264457,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-20T00:00:00.000Z""",11,Diego,"""2025-10-22T00:00:00.000Z"""
21430611,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-20T00:00:00.000Z""",8,Diego,"""2025-10-22T00:00:00.000Z"""
4237103,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-18T00:00:00.000Z""",12,Diego,"""2025-10-22T00:00:00.000Z"""
12546537,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-18T00:00:00.000Z""",7,Diego,"""2025-10-22T00:00:00.000Z"""
18859749,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-18T00:00:00.000Z""",5,Diego,"""2025-10-22T00:00:00.000Z"""
24190382,San Pedro,Natural,Ayuda Intensa,Muerto,,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
26250925,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
26250927,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24189972,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811490,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24189951,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811291,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811290,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811430,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24190258,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24190365,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811275,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24190293,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811207,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24189929,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
24189920,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
22811243,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-16T00:00:00.000Z""",1,Diego,"""2025-10-20T00:00:00.000Z"""
18054915,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-06T00:00:00.000Z""",4,Diego,"""2025-10-16T00:00:00.000Z"""
22619121,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-13T00:00:00.000Z""",2,Diego,"""2025-10-16T00:00:00.000Z"""
25836378,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-13T00:00:00.000Z""",3,Diego,"""2025-10-16T00:00:00.000Z"""
21430655,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-13T00:00:00.000Z""",7,Diego,"""2025-10-16T00:00:00.000Z"""
22811330,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-13T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811205,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-13T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811552,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-13T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
21430633,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-09T00:00:00.000Z""",4,Diego,"""2025-10-16T00:00:00.000Z"""
21430221,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-09T00:00:00.000Z""",3,Diego,"""2025-10-16T00:00:00.000Z"""
25836160,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-08T00:00:00.000Z""",7,Diego,"""2025-10-16T00:00:00.000Z"""
25836278,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-06T00:00:00.000Z""",4,Diego,"""2025-10-16T00:00:00.000Z"""
22811705,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-06T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811522,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-06T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
26250921,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811626,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811332,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811488,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811220,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811473,San Pedro,Natural,Normal,Vivo,Hembra,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
22811283,San Pedro,Natural,Normal,Vivo,Macho,,"""2025-10-03T00:00:00.000Z""",1,Diego,"""2025-10-16T00:00:00.000Z"""
