row_num,fundo_u_origen,obs_raw_flat,rx_diio,rx_rut,rx_pesos_kg,rx_pesos_pv,rx_guia,rx_precio_dollar,rx_precio_texto,rx_precio_kg,rx_precio_unitario,rx_cantidad_animal,rx_fecha_dd_mm_yyyy,rx_fecha_texto,rx_patente_auto,rx_camion_prefix,rx_carro_prefix,rx_kw_compra,rx_kw_venta,rx_kw_traslado,rx_kw_tratamiento,rx_nombre_propio,rx_url,rx_porcentaje,obs_lines_joined
1453,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1454,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1455,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1456,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1457,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1458,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1459,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1460,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1461,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1462,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1463,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1464,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1465,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1466,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1467,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1468,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1469,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1470,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1471,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1472,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1473,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1474,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1475,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1476,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1477,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1481,Medieria FT,120cc Azovetril,,,,,,,,,,,,,,,,,,,,,,,120cc Azovetril
1482,Medieria FT,150cc Azovetril,,,,,,,,,,,,,,,,,,,,,,,150cc Azovetril
1483,Medieria FT,150cc Azovetril,,,,,,,,,,,,,,,,,,,,,,,150cc Azovetril
1484,Medieria FT,150cc Azovetril,,,,,,,,,,,,,,,,,,,,,,,150cc Azovetril
1485,Medieria FT,150cc Azovetril,,,,,,,,,,,,,,,,,,,,,,,150cc Azovetril
1486,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1487,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1488,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1489,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1490,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1491,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1492,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1493,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1494,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1495,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1496,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1497,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1498,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1499,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1500,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1501,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1502,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1503,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1504,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1505,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1506,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1507,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1508,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1509,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1510,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1511,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1512,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
1513,San Pedro,Estimulación celo,,,,,,,,,,,,,,,,,,,,,,,Estimulación celo
