Diio,Fundo,Tipo ganado,Estado reproductivo,Edad (meses),Último peso (kg),Último pesaje,Ganancia periodo (kg/dia),Proyección periodo (kg),Ganancia acumulada (kg/dia),Proyección acumulada (kg)
4297011,San Pedro,Vaca,Vacía,151.2,584,"""2018-12-12T00:00:00.000Z""",-0.13,228,-0.13,228
16464850,San Pedro,Vaca,Vacía,174.2,700,"""2018-12-12T00:00:00.000Z""",,,,
16464834,San Pedro,Vaca,Vacía,173.2,592,"""2018-12-12T00:00:00.000Z""",,,,
4296924,San Pedro,Vaca,Preñada,151.2,606,"""2018-12-12T00:00:00.000Z""",,,,
14476311,San Pedro,Vaca,Vacía,184.2,682,"""2018-12-12T00:00:00.000Z""",,,,
14476337,San Pedro,Vaca,Vacía,153.2,538,"""2018-12-12T00:00:00.000Z""",,,,
14475890,San Pedro,Vaca,Preñada,104.2,338,"""2018-11-06T00:00:00.000Z""",1.19,3562,0.58,1911
14475901,San Pedro,Vaca,Vacía,104.2,349,"""2018-11-06T00:00:00.000Z""",1.5,4429,0.76,2403
14476250,San Pedro,Vaca,Preñada,103.1,328,"""2018-11-06T00:00:00.000Z""",1.15,3451,0.56,1845
14476257,San Pedro,Vaca,Vacía,103.1,351,"""2018-11-06T00:00:00.000Z""",1.63,4784,0.84,2627
14476247,San Pedro,Vaquilla,Vacía,103.1,294,"""2018-11-06T00:00:00.000Z""",1.17,3467,0.7,2200
14476280,San Pedro,Vaca,Vacía,103.1,319,"""2018-11-06T00:00:00.000Z""",1.17,3492,0.67,2151
14475909,San Pedro,Vaca,Preñada,104.2,312,"""2018-11-06T00:00:00.000Z""",1.37,4039,0.7,2218
14476242,San Pedro,Vaca,Vacía,103.1,320,"""2018-11-06T00:00:00.000Z""",1.26,3745,0.61,1985
14476106,San Pedro,Vaca,Preñada,103.1,354,"""2018-11-06T00:00:00.000Z""",1.22,3678,0.69,2241
14476285,San Pedro,Vaca,Parida,103.1,306,"""2018-11-06T00:00:00.000Z""",0.94,2875,0.8,2471
14476231,San Pedro,Vaca,Vacía,103.1,287,"""2018-11-06T00:00:00.000Z""",0.91,2755,0.63,2008
14476037,San Pedro,Vaca,Vacía,103.1,305,"""2018-11-06T00:00:00.000Z""",1.02,3075,0.71,2229
14476042,San Pedro,Vaca,Preñada,103.1,309,"""2018-11-06T00:00:00.000Z""",0.82,2541,0.5,1660
14476038,San Pedro,Vaca,Parida,103.1,313,"""2018-11-06T00:00:00.000Z""",1,3033,0.44,1497
14476136,San Pedro,Vaca,Vacía,103.1,328,"""2018-11-06T00:00:00.000Z""",0.71,2246,0.44,1512
12688932,San Pedro,Vaca,Preñada,104.2,333,"""2018-11-06T00:00:00.000Z""",1.15,3456,0.53,1776
14475940,San Pedro,Vaca,Vacía,104.2,343,"""2018-11-06T00:00:00.000Z""",1.39,4121,0.69,2212
12688931,San Pedro,Vaca,Vacía,104.2,351,"""2018-11-06T00:00:00.000Z""",1.59,4683,0.79,2497
14475675,San Pedro,Vaca,Preñada,104.2,363,"""2018-11-06T00:00:00.000Z""",1.39,4141,0.77,2454
14475966,San Pedro,Vaca,Vacía,103.1,349,"""2018-11-06T00:00:00.000Z""",1.43,4228,0.68,2199
14476041,San Pedro,Vaca,Vacía,103.1,312,"""2018-11-06T00:00:00.000Z""",1.28,3788,0.56,1829
14475842,San Pedro,Vaca,Preñada,104.2,350,"""2018-11-06T00:00:00.000Z""",1.33,3977,0.64,2089
15453972,San Pedro,Vaca,Preñada,104.2,333,"""2018-11-06T00:00:00.000Z""",1.35,4005,1.35,4005
15453750,San Pedro,Vaca,Preñada,104.2,339,"""2018-11-06T00:00:00.000Z""",1.93,5575,1.93,5575
15453701,San Pedro,Vaca,Vacía,104.2,325,"""2018-11-06T00:00:00.000Z""",1.58,4609,1.58,4609
15453782,San Pedro,Vaca,Vacía,104.2,349,"""2018-11-06T00:00:00.000Z""",2.33,6673,2.33,6673
15453714,San Pedro,Vaca,Preñada,104.2,346,"""2018-11-06T00:00:00.000Z""",1.98,5718,1.98,5718
15454020,San Pedro,Vaca,Vacía,104.2,301,"""2018-11-06T00:00:00.000Z""",2.05,5877,2.05,5877
15454052,San Pedro,Vaca,Vacía,104.2,336,"""2018-11-06T00:00:00.000Z""",2.03,5844,2.03,5844
14475718,San Pedro,Vaca,Vacía,104.2,360,"""2018-11-06T00:00:00.000Z""",1.33,3987,0.74,2377
12688896,San Pedro,Vaca,Preñada,103.2,345,"""2018-11-06T00:00:00.000Z""",1.35,4022,0.79,2491
14476150,San Pedro,Vaca,Vacía,103.1,325,"""2018-11-06T00:00:00.000Z""",0.78,2441,0.66,2120
25836341,San Pedro,Vaca,Preñada,103.1,316,"""2018-11-06T00:00:00.000Z""",0.74,2331,0.44,1500
25836310,San Pedro,Vaca,Preñada,103.1,338,"""2018-11-06T00:00:00.000Z""",1.13,3407,0.69,2207
14475742,San Pedro,Vaca,Preñada,104.2,344,"""2018-11-06T00:00:00.000Z""",1.63,4777,0.8,2509
14476155,San Pedro,Vaca,Vacía,103.1,348,"""2018-11-06T00:00:00.000Z""",1.26,3773,0.59,1939
25836302,San Pedro,Vaca,Preñada,103.1,326,"""2018-11-06T00:00:00.000Z""",1.41,4154,0.59,1917
22620341,San Pedro,Vaca,Preñada,104.2,349,"""2018-11-06T00:00:00.000Z""",1.5,4429,0.8,2532
18859783,San Pedro,Vaca,Vacía,103.1,326,"""2018-11-06T00:00:00.000Z""",1.06,3197,0.56,1843
14476163,San Pedro,Vaca,Vacía,103.1,316,"""2018-11-06T00:00:00.000Z""",0.96,2935,0.5,1667
14476007,San Pedro,Vaca,Vacía,103.1,323,"""2018-11-06T00:00:00.000Z""",1.2,3597,0.65,2081
14476169,San Pedro,Vaca,Preñada,103.1,330,"""2018-11-06T00:00:00.000Z""",1.54,4511,0.64,2069
18086743,San Pedro,Vaca,Vacía,103.1,339,"""2018-11-06T00:00:00.000Z""",1.2,3613,0.7,2245
14476177,San Pedro,Vaca,Vacía,103.1,342,"""2018-11-06T00:00:00.000Z""",1.33,3969,0.63,2044
14476178,San Pedro,Vaca,Parida,103.1,328,"""2018-11-06T00:00:00.000Z""",1.75,5088,0.65,2104
14476021,San Pedro,Vaca,Vacía,103.1,324,"""2018-11-06T00:00:00.000Z""",1.15,3447,0.52,1749
14475801,San Pedro,Vaca,Vacía,104.2,344,"""2018-11-06T00:00:00.000Z""",1.42,4197,0.54,1806
14475808,San Pedro,Vaca,Vacía,104.2,332,"""2018-11-06T00:00:00.000Z""",1.15,3455,0.58,1905
18086753,San Pedro,Vaca,Vacía,104.2,327,"""2018-11-06T00:00:00.000Z""",1.33,3954,0.51,1715
14476032,San Pedro,Vaquilla,Vacía,103.1,329,"""2018-11-06T00:00:00.000Z""",1.11,3351,0.57,1883
14476197,San Pedro,Vaca,Vacía,103.1,339,"""2018-11-06T00:00:00.000Z""",0.98,3009,0.45,1560
14475897,San Pedro,Vaquilla,Preñada,104.2,332,"""2018-11-06T00:00:00.000Z""",1.28,3808,0.76,2386
14475601,San Pedro,Vaca,Vacía,104.2,348,"""2018-11-06T00:00:00.000Z""",1.41,4176,0.75,2383
14461838,San Pedro,Vaca,Preñada,106.2,331,"""2018-10-20T00:00:00.000Z""",,,,
14462361,San Pedro,Vaca,Vacía,106.2,328,"""2018-10-20T00:00:00.000Z""",,,,
14462760,San Pedro,Vaca,Vacía,106.2,343,"""2018-10-20T00:00:00.000Z""",,,,
14462046,San Pedro,Vaca,Preñada,106.2,342,"""2018-10-20T00:00:00.000Z""",,,,
14462640,San Pedro,Vaca,Vacía,106.2,334,"""2018-10-20T00:00:00.000Z""",,,,
14462830,San Pedro,Vaca,Preñada,106.2,350,"""2018-10-20T00:00:00.000Z""",,,,
14461905,San Pedro,Vaca,Vacía,106.2,359,"""2018-10-20T00:00:00.000Z""",,,,
14462627,San Pedro,Vaca,Vacía,106.2,352,"""2018-10-20T00:00:00.000Z""",,,,
14461859,San Pedro,Vaca,Vacía,106.2,356,"""2018-10-20T00:00:00.000Z""",,,,
14463224,San Pedro,Vaca,Vacía,106.2,333,"""2018-10-20T00:00:00.000Z""",,,,
14463035,San Pedro,Vaca,Vacía,106.2,358,"""2018-10-20T00:00:00.000Z""",,,,
14462828,San Pedro,Vaca,Vacía,106.2,356,"""2018-10-20T00:00:00.000Z""",,,,
14462813,San Pedro,Vaca,Vacía,106.2,361,"""2018-10-20T00:00:00.000Z""",,,,
14461893,San Pedro,Vaca,Vacía,106.2,348,"""2018-10-20T00:00:00.000Z""",,,,
14463554,San Pedro,Vaca,Vacía,106.2,353,"""2018-10-20T00:00:00.000Z""",,,,
14462592,San Pedro,Vaca,Vacía,106.2,355,"""2018-10-20T00:00:00.000Z""",,,,
14461827,San Pedro,Vaquilla,Preñada,106.2,359,"""2018-10-20T00:00:00.000Z""",,,,
14462031,San Pedro,Vaca,Vacía,106.2,322,"""2018-10-20T00:00:00.000Z""",,,,
14462539,San Pedro,Vaca,Vacía,106.2,364,"""2018-10-20T00:00:00.000Z""",,,,
14462516,San Pedro,Vaca,Preñada,106.2,330,"""2018-10-20T00:00:00.000Z""",,,,
14462566,San Pedro,Vaca,Vacía,106.2,305,"""2018-10-20T00:00:00.000Z""",,,,
14461871,San Pedro,Vaca,Preñada,106.2,353,"""2018-10-20T00:00:00.000Z""",,,,
14462103,San Pedro,Vaca,Parida,106.2,328,"""2018-10-20T00:00:00.000Z""",,,,
14462396,San Pedro,Vaca,Parida,106.2,365,"""2018-10-20T00:00:00.000Z""",,,,
14462492,San Pedro,Vaquilla,Vacía,106.2,379,"""2018-10-20T00:00:00.000Z""",,,,
14462198,San Pedro,Vaca,Preñada,106.2,336,"""2018-10-20T00:00:00.000Z""",,,,
14462735,San Pedro,Vaca,Vacía,106.2,363,"""2018-10-20T00:00:00.000Z""",,,,
14461887,San Pedro,Vaca,Preñada,106.2,392,"""2018-10-20T00:00:00.000Z""",,,,
14462199,San Pedro,Vaca,Preñada,106.2,373,"""2018-10-20T00:00:00.000Z""",,,,
14462838,San Pedro,Vaca,Preñada,106.2,347,"""2018-10-20T00:00:00.000Z""",,,,
14463542,San Pedro,Vaca,Vacía,106.2,329,"""2018-10-20T00:00:00.000Z""",,,,
18859796,San Pedro,Vaca,Vacía,106.2,417,"""2018-10-20T00:00:00.000Z""",,,,
14476145,San Pedro,Vaca,Preñada,103.1,287,"""2018-10-01T00:00:00.000Z""",0.45,1534,0.24,957
14476204,San Pedro,Vaquilla,Preñada,103.1,294,"""2018-10-01T00:00:00.000Z""",0.56,1825,0.28,1064
10591184,San Pedro,Vaca,Preñada,104.2,303,"""2018-10-01T00:00:00.000Z""",0.64,2075,0.29,1098
14476109,San Pedro,Vaca,Vacía,103.1,299,"""2018-10-01T00:00:00.000Z""",0.1,561,0.23,945
14475635,San Pedro,Vaca,Preñada,104.2,342,"""2018-10-01T00:00:00.000Z""",0.38,1392,0.32,1236
10591078,San Pedro,Vaca,Preñada,105.2,332,"""2018-10-01T00:00:00.000Z""",0.6,1972,0.27,1077
14475913,San Pedro,Vaca,Preñada,104.2,322,"""2018-10-01T00:00:00.000Z""",0.44,1547,0.32,1216
14475924,San Pedro,Vaquilla,Preñada,104.2,305,"""2018-10-01T00:00:00.000Z""",0.61,1989,0.37,1323
14475727,San Pedro,Vaca,Preñada,104.2,308,"""2018-10-01T00:00:00.000Z""",0.74,2342,0.38,1351
14476003,San Pedro,Vaca,Vacía,103.1,293,"""2018-10-01T00:00:00.000Z""",0.43,1474,0.21,864
14476079,San Pedro,Vaca,Preñada,103.1,278,"""2018-10-01T00:00:00.000Z""",0.33,1197,0.24,948
14476050,San Pedro,Vaca,Vacía,103.1,300,"""2018-10-01T00:00:00.000Z""",0.17,759,0.13,648
14475838,San Pedro,Vaca,Preñada,104.2,303,"""2018-10-01T00:00:00.000Z""",0.48,1624,0.54,1793
14475826,San Pedro,Vaca,Preñada,104.2,291,"""2018-10-01T00:00:00.000Z""",0.67,2128,0.33,1210
20055827,San Pedro,Vaca,Preñada,104.2,275,"""2018-09-27T00:00:00.000Z""",,,,
15453999,San Pedro,Vaca,Preñada,104.2,283,"""2018-09-27T00:00:00.000Z""",,,,
15454029,San Pedro,Vaca,Vacía,104.2,292,"""2018-09-27T00:00:00.000Z""",,,,
15453928,San Pedro,Vaca,Vacía,104.2,290,"""2018-09-27T00:00:00.000Z""",,,,
15454034,San Pedro,Vaca,Vacía,104.2,310,"""2018-09-27T00:00:00.000Z""",,,,
15453935,San Pedro,Vaca,Vacía,104.2,310,"""2018-09-27T00:00:00.000Z""",,,,
15453851,San Pedro,Vaca,Preñada,104.2,292,"""2018-09-27T00:00:00.000Z""",,,,
14475908,San Pedro,Vaca,Vacía,104.2,312,"""2018-09-13T00:00:00.000Z""",1,3086,0.33,1237
21430679,San Pedro,Vaca,Preñada,103.1,284,"""2018-09-13T00:00:00.000Z""",0.5,1671,0.41,1417
21430696,San Pedro,Vaca,Preñada,104.2,322,"""2018-09-13T00:00:00.000Z""",0.08,553,0.3,1157
14475905,San Pedro,Vaca,Vacía,104.2,295,"""2018-09-13T00:00:00.000Z""",0.71,2260,0.29,1100
14475903,San Pedro,Vaca,Vacía,104.2,275,"""2018-09-13T00:00:00.000Z""",1.25,3743,0.4,1379
14475899,San Pedro,Vaca,Vacía,104.2,292,"""2018-09-13T00:00:00.000Z""",0.92,2835,0.42,1455
14475898,San Pedro,Vaquilla,Preñada,104.2,288,"""2018-09-13T00:00:00.000Z""",1.04,3178,0.28,1064
14475895,San Pedro,Vaca,Vacía,104.2,321,"""2018-09-13T00:00:00.000Z""",0.25,1015,0.33,1246
14475894,San Pedro,Vaquilla,Vacía,104.2,299,"""2018-09-13T00:00:00.000Z""",0.71,2264,0.22,896
14475887,San Pedro,Vaca,Preñada,104.2,316,"""2018-09-13T00:00:00.000Z""",1.17,3552,0.44,1539
14475882,San Pedro,Vaca,Preñada,104.2,288,"""2018-09-13T00:00:00.000Z""",0.7,2230,0.71,2257
14475878,San Pedro,Vaca,Preñada,104.2,314,"""2018-09-13T00:00:00.000Z""",1.17,3550,0.41,1447
14475877,San Pedro,Vaca,Vacía,104.2,294,"""2018-09-13T00:00:00.000Z""",0.79,2490,0.26,1010
14475870,San Pedro,Vaca,Vacía,104.2,287,"""2018-09-13T00:00:00.000Z""",0.54,1790,0.29,1092
14475869,San Pedro,Vaca,Vacía,104.2,293,"""2018-09-13T00:00:00.000Z""",0.8,2512,0.41,1426
14475859,San Pedro,Vaca,Preñada,104.2,280,"""2018-09-13T00:00:00.000Z""",0.63,2014,0.35,1264
14475854,San Pedro,Vaca,Vacía,104.2,287,"""2018-09-13T00:00:00.000Z""",0.67,2136,0.4,1391
14475850,San Pedro,Vaca,Vacía,104.2,322,"""2018-09-13T00:00:00.000Z""",1.08,3327,0.35,1306
14475846,San Pedro,Vaca,Vacía,104.2,294,"""2018-09-13T00:00:00.000Z""",0.6,1958,0.51,1696
14475844,San Pedro,Vaca,Preñada,104.2,296,"""2018-09-13T00:00:00.000Z""",0.67,2145,0.23,922
14475824,San Pedro,Vaca,Vacía,104.2,284,"""2018-09-13T00:00:00.000Z""",0.38,1324,0.11,582
14475822,San Pedro,Vaca,Vacía,104.2,287,"""2018-09-13T00:00:00.000Z""",0.5,1674,0.22,884
14475817,San Pedro,Vaca,Vacía,104.2,308,"""2018-09-13T00:00:00.000Z""",0.08,539,0.61,2008
14475789,San Pedro,Vaca,Preñada,104.2,298,"""2018-09-13T00:00:00.000Z""",0.83,2610,0.26,1014
14475787,San Pedro,Vaca,Preñada,104.2,295,"""2018-09-13T00:00:00.000Z""",0,295,0.43,1488
14475782,San Pedro,Vaca,Preñada,104.2,282,"""2018-09-13T00:00:00.000Z""",0.42,1438,0.3,1117
14475779,San Pedro,Vaca,Vacía,104.2,312,"""2018-09-13T00:00:00.000Z""",0.38,1352,0.28,1088
14475768,San Pedro,Vaca,Vacía,104.2,310,"""2018-09-13T00:00:00.000Z""",1.17,3546,0.34,1264
14475766,San Pedro,Vaca,Preñada,104.2,290,"""2018-09-13T00:00:00.000Z""",0.63,2024,0.2,857
14475757,San Pedro,Vaca,Vacía,104.2,298,"""2018-09-13T00:00:00.000Z""",1.13,3419,0.41,1431
14475748,San Pedro,Vaca,Preñada,104.2,307,"""2018-09-13T00:00:00.000Z""",1.42,4237,0.43,1500
14475747,San Pedro,Vaca,Preñada,104.2,270,"""2018-09-13T00:00:00.000Z""",0.79,2466,0.06,449
14475745,San Pedro,Vaca,Inseminada,104.2,293,"""2018-09-13T00:00:00.000Z""",0.75,2374,0.39,1367
14475725,San Pedro,Vaca,Preñada,104.2,322,"""2018-09-13T00:00:00.000Z""",0,322,0.43,1515
14475720,San Pedro,Vaca,Preñada,104.2,308,"""2018-09-13T00:00:00.000Z""",1.38,4122,0.38,1352
14475702,San Pedro,Vaca,Vacía,104.2,330,"""2018-09-13T00:00:00.000Z""",1.13,3451,0.44,1553
14475691,San Pedro,Vaca,Preñada,104.2,292,"""2018-09-13T00:00:00.000Z""",1.08,3297,0.38,1336
14475690,San Pedro,Vaca,Preñada,104.2,330,"""2018-09-13T00:00:00.000Z""",1.71,5069,0.49,1702
14475687,San Pedro,Vaca,Vacía,104.2,289,"""2018-09-13T00:00:00.000Z""",0.67,2138,0.18,796
14475683,San Pedro,Vaca,Preñada,104.2,307,"""2018-09-13T00:00:00.000Z""",0.88,2734,0.52,1739
14475682,San Pedro,Vaca,Preñada,104.2,305,"""2018-09-13T00:00:00.000Z""",1.13,3426,0.34,1259
14475680,San Pedro,Vaca,Preñada,104.2,300,"""2018-09-13T00:00:00.000Z""",0.5,1687,0.1,568
14475679,San Pedro,Vaca,Vacía,104.2,306,"""2018-09-13T00:00:00.000Z""",0.92,2849,0.41,1439
14475674,San Pedro,Vaca,Vacía,104.2,307,"""2018-09-13T00:00:00.000Z""",0.79,2503,0.29,1112
14475671,San Pedro,Vaca,Preñada,104.2,275,"""2018-09-13T00:00:00.000Z""",0.29,1084,0.28,1051
14475663,San Pedro,Vaca,Preñada,104.2,294,"""2018-09-13T00:00:00.000Z""",0.67,2143,0.41,1427
14475659,San Pedro,Vaca,Preñada,104.2,307,"""2018-09-13T00:00:00.000Z""",1.25,3775,0.41,1440
14475657,San Pedro,Vaca,Preñada,104.2,316,"""2018-09-13T00:00:00.000Z""",0.5,1703,0.55,1837
14475947,San Pedro,Vaca,Preñada,104.2,307,"""2018-09-13T00:00:00.000Z""",0.04,423,0.29,1112
14476065,San Pedro,Vaca,Vacía,103.1,289,"""2018-09-13T00:00:00.000Z""",1.08,3294,0.45,1542
14475927,San Pedro,Vaca,Inseminada,104.2,304,"""2018-09-13T00:00:00.000Z""",0.67,2153,0.22,901
20055829,San Pedro,Vaca,Preñada,103.1,289,"""2018-09-13T00:00:00.000Z""",1,3063,0.26,1005
20055830,San Pedro,Vaca,Preñada,103.1,299,"""2018-09-13T00:00:00.000Z""",1,3073,0.3,1134
20055832,San Pedro,Vaca,Preñada,104.2,311,"""2018-09-13T00:00:00.000Z""",1.33,4010,0.47,1623
20055836,San Pedro,Vaca,Preñada,103.1,271,"""2018-09-13T00:00:00.000Z""",0.46,1542,0.17,748
14475926,San Pedro,Vaca,Preñada,104.2,275,"""2018-09-13T00:00:00.000Z""",1.25,3743,0.29,1080
20055842,San Pedro,Vaca,Preñada,104.2,299,"""2018-09-13T00:00:00.000Z""",0.38,1339,0.24,955
25836195,San Pedro,Vaca,Preñada,104.2,301,"""2018-09-13T00:00:00.000Z""",0.67,2150,0.19,838
14475920,San Pedro,Vaca,Vacía,104.2,302,"""2018-09-13T00:00:00.000Z""",1.13,3423,0.34,1256
18859795,San Pedro,Vaca,Vacía,104.2,336,"""2018-09-13T00:00:00.000Z""",1.29,3919,0.42,1499
26250929,San Pedro,Vaca,Preñada,103.1,269,"""2018-09-13T00:00:00.000Z""",0.63,2003,0.29,1074
18859799,San Pedro,Vaca,Preñada,103.1,303,"""2018-09-13T00:00:00.000Z""",1.63,4811,0.28,1079
14475917,San Pedro,Vaca,Vacía,104.2,320,"""2018-09-13T00:00:00.000Z""",0.71,2285,0.41,1453
21430617,San Pedro,Vaca,Vacía,104.2,275,"""2018-09-13T00:00:00.000Z""",1,3049,0.81,2512
14475916,San Pedro,Vaca,Preñada,104.2,292,"""2018-09-13T00:00:00.000Z""",0.71,2257,0.23,918
25836159,San Pedro,Vaca,Preñada,103.1,308,"""2018-09-13T00:00:00.000Z""",1.17,3544,0.33,1233
21430648,San Pedro,Vaca,Preñada,103.1,305,"""2018-09-13T00:00:00.000Z""",0.93,2894,0.56,1856
21430655,San Pedro,Vaca,Vacía,104.2,327,"""2018-09-13T00:00:00.000Z""",0,327,0.33,1252
22620302,San Pedro,Vaca,Vacía,104.2,325,"""2018-09-13T00:00:00.000Z""",1.5,4486,0.41,1458
10591094,San Pedro,Vaca,Preñada,105.2,311,"""2018-09-13T00:00:00.000Z""",0.92,2854,0.25,997
10591087,San Pedro,Vaca,Preñada,105.2,338,"""2018-09-13T00:00:00.000Z""",0.54,1841,0.42,1501
10591084,San Pedro,Vaca,Preñada,105.2,301,"""2018-09-13T00:00:00.000Z""",0.67,2150,0.33,1226
10591073,San Pedro,Vaca,Vacía,105.2,307,"""2018-09-13T00:00:00.000Z""",1,3081,0.4,1411
10591067,San Pedro,Vaca,Preñada,105.2,338,"""2018-09-13T00:00:00.000Z""",0.46,1609,0.48,1680
10591066,San Pedro,Vaca,Vacía,105.2,338,"""2018-09-13T00:00:00.000Z""",0.75,2419,0.3,1173
10591055,San Pedro,Vaca,Preñada,105.2,315,"""2018-09-13T00:00:00.000Z""",0.79,2511,0.28,1091
10591054,San Pedro,Vaca,Vacía,105.2,294,"""2018-09-13T00:00:00.000Z""",1.08,3299,0.31,1159
10591045,San Pedro,Vaca,Vacía,105.2,321,"""2018-09-13T00:00:00.000Z""",0.29,1130,0.37,1335
14475996,San Pedro,Vaquilla,Vacía,103.1,321,"""2018-09-13T00:00:00.000Z""",1.21,3673,0.3,1156
14475989,San Pedro,Vaca,Vacía,103.1,286,"""2018-09-13T00:00:00.000Z""",0.83,2598,0.37,1300
14476217,San Pedro,Vaca,Vacía,103.1,301,"""2018-09-13T00:00:00.000Z""",0.5,1688,0.25,987
14476220,San Pedro,Vaca,Vacía,103.1,294,"""2018-09-13T00:00:00.000Z""",1,3068,0.2,861
14476256,San Pedro,Vaca,Vacía,103.1,284,"""2018-09-13T00:00:00.000Z""",0.21,862,0.35,1268
14475983,San Pedro,Vaca,Inseminada,103.1,306,"""2018-09-13T00:00:00.000Z""",0.83,2618,0.32,1201
14475981,San Pedro,Vaca,Preñada,103.1,289,"""2018-09-13T00:00:00.000Z""",0.04,405,0.22,886
14476301,San Pedro,Vaca,Preñada,103.1,292,"""2018-09-13T00:00:00.000Z""",0.29,1101,0.26,1008
18086744,San Pedro,Vaca,Preñada,104.2,312,"""2018-09-13T00:00:00.000Z""",1.54,4589,0.43,1505
14475980,San Pedro,Vaca,Preñada,103.1,297,"""2018-09-13T00:00:00.000Z""",0.83,2609,0.27,1043
14475973,San Pedro,Vaca,Preñada,103.1,290,"""2018-09-13T00:00:00.000Z""",1,3064,0.37,1304
14475971,San Pedro,Vaca,Inseminada,103.1,307,"""2018-09-13T00:00:00.000Z""",0.5,1694,0.42,1470
25836289,San Pedro,Vaca,Vacía,104.2,340,"""2018-09-13T00:00:00.000Z""",1.42,4270,0.44,1563
14475937,San Pedro,Vaca,Preñada,104.2,298,"""2018-09-13T00:00:00.000Z""",0.67,2147,0.09,537
14475648,San Pedro,Vaca,Preñada,104.2,331,"""2018-09-13T00:00:00.000Z""",0.29,1140,0.39,1405
14475646,San Pedro,Vaca,Preñada,104.2,298,"""2018-09-13T00:00:00.000Z""",0.54,1801,0.4,1402
14475645,San Pedro,Vaca,Preñada,104.2,313,"""2018-09-13T00:00:00.000Z""",1.38,4127,0.44,1536
14475643,San Pedro,Vaca,Preñada,104.2,277,"""2018-09-13T00:00:00.000Z""",0.4,1387,0.32,1172
14475642,San Pedro,Vaca,Preñada,104.2,316,"""2018-09-13T00:00:00.000Z""",0.88,2743,0.35,1300
14475634,San Pedro,Vaca,Preñada,104.2,265,"""2018-09-13T00:00:00.000Z""",0.71,2230,0.3,1100
14475633,San Pedro,Vaca,Vacía,104.2,335,"""2018-09-13T00:00:00.000Z""",1.54,4612,0.71,2304
14475624,San Pedro,Vaca,Vacía,104.2,279,"""2018-09-13T00:00:00.000Z""",0.67,2128,0.15,697
14475621,San Pedro,Vaca,Vacía,104.2,297,"""2018-09-13T00:00:00.000Z""",0.71,2262,0.37,1311
14475616,San Pedro,Vaca,Vacía,104.2,311,"""2018-09-13T00:00:00.000Z""",1.08,3316,0.28,1087
14475615,San Pedro,Vaca,Parida,104.2,297,"""2018-09-13T00:00:00.000Z""",0.79,2493,0.25,983
14475609,San Pedro,Vaca,Parida,104.2,341,"""2018-09-13T00:00:00.000Z""",0.79,2537,0.55,1862
14475608,San Pedro,Vaca,Preñada,104.2,305,"""2018-09-13T00:00:00.000Z""",1.13,3426,0.43,1498
12688995,San Pedro,Vaca,Preñada,104.2,298,"""2018-09-13T00:00:00.000Z""",1.17,3534,0.45,1551
12688994,San Pedro,Vaca,Vacía,104.2,312,"""2018-09-13T00:00:00.000Z""",1.13,3433,0.42,1475
12688990,San Pedro,Vaca,Preñada,104.2,295,"""2018-09-13T00:00:00.000Z""",0.88,2722,0.46,1578
12688983,San Pedro,Vaquilla,Preñada,104.2,287,"""2018-09-13T00:00:00.000Z""",0.92,2830,0.28,1063
12688976,San Pedro,Vaca,Vacía,104.2,342,"""2018-09-13T00:00:00.000Z""",1.29,3925,0.51,1744
12688969,San Pedro,Vaca,Vacía,104.2,319,"""2018-09-13T00:00:00.000Z""",0.29,1128,0.35,1303
12688962,San Pedro,Vaca,Vacía,104.2,287,"""2018-09-13T00:00:00.000Z""",0.79,2483,0.34,1241
12688959,San Pedro,Vaca,Preñada,104.2,277,"""2018-09-13T00:00:00.000Z""",0.38,1317,0.13,635
12688958,San Pedro,Vaca,Vacía,104.2,277,"""2018-09-13T00:00:00.000Z""",0.5,1664,0.28,1053
14476061,San Pedro,Vaca,Vacía,103.1,294,"""2018-09-13T00:00:00.000Z""",0.75,2375,0.25,980
14476055,San Pedro,Vaca,Preñada,103.1,280,"""2018-09-13T00:00:00.000Z""",0.42,1436,0.14,668
14476051,San Pedro,Vaca,Preñada,103.1,275,"""2018-09-13T00:00:00.000Z""",0.92,2818,0.49,1647
14476067,San Pedro,Vaca,Vacía,103.1,310,"""2018-09-13T00:00:00.000Z""",0.63,2044,0.35,1294
25836367,San Pedro,Vaquilla,Vacía,104.2,265,"""2018-09-13T00:00:00.000Z""",0.42,1421,0.28,1041
14476035,San Pedro,Vaca,Preñada,103.1,320,"""2018-09-13T00:00:00.000Z""",0.83,2632,0.37,1334
14476073,San Pedro,Vaca,Vacía,103.1,327,"""2018-09-13T00:00:00.000Z""",-2.58,-6839,0.37,1341
14476026,San Pedro,Vaca,Vacía,103.1,342,"""2018-09-13T00:00:00.000Z""",1.71,5081,0.58,1953
25836374,San Pedro,Vaca,Preñada,104.2,296,"""2018-09-13T00:00:00.000Z""",1.29,3879,0.3,1131
14476019,San Pedro,Vaca,Preñada,103.1,292,"""2018-09-13T00:00:00.000Z""",1.04,3182,0.28,1068
14476014,San Pedro,Vaca,Vacía,103.1,294,"""2018-09-13T00:00:00.000Z""",1.04,3184,0.28,1070
25836389,San Pedro,Vaca,Preñada,104.2,313,"""2018-09-13T00:00:00.000Z""",1.13,3434,0.3,1148
14476012,San Pedro,Vaca,Vacía,103.1,295,"""2018-09-13T00:00:00.000Z""",0.71,2260,0.27,1041
