Diio,Fundo,Tipo ganado,Estado reproductivo,Edad (meses),Último peso (kg),Último pesaje,Ganancia periodo (kg/dia),Proyección periodo (kg),Ganancia acumulada (kg/dia),Proyección acumulada (kg)
14476009,San Pedro,Vaca,Preñada,103.1,323,"""2018-09-13T00:00:00.000Z""",0.13,670,0.28,1099
14476078,San Pedro,Vaca,Vacía,103.1,310,"""2018-09-13T00:00:00.000Z""",1,3084,0.3,1145
25836304,San Pedro,Vaca,Preñada,104.2,310,"""2018-09-13T00:00:00.000Z""",0.25,1004,0.35,1294
19219897,San Pedro,Vaca,Vacía,103.1,290,"""2018-09-13T00:00:00.000Z""",0.63,2047,0.46,1573
14476001,San Pedro,Vaca,Preñada,103.1,313,"""2018-09-13T00:00:00.000Z""",0.54,1816,0.45,1566
23547650,San Pedro,Vaca,Preñada,103.1,299,"""2018-09-13T00:00:00.000Z""",0.83,2611,0.37,1313
23547656,San Pedro,Vaca,Vacía,104.2,341,"""2018-09-13T00:00:00.000Z""",0.79,2537,0.37,1355
14476080,San Pedro,Vaca,Preñada,103.1,285,"""2018-09-13T00:00:00.000Z""",0.83,2597,0.24,941
14476083,San Pedro,Vaca,Vacía,103.1,344,"""2018-09-13T00:00:00.000Z""",0.88,2771,0.46,1627
14475999,San Pedro,Vaca,Vacía,103.1,292,"""2018-09-13T00:00:00.000Z""",0.29,1101,0.46,1575
26248556,San Pedro,Vaca,Vacía,104.2,317,"""2018-09-13T00:00:00.000Z""",1.04,3207,0.33,1242
14476091,San Pedro,Vaca,Vacía,103.1,286,"""2018-09-13T00:00:00.000Z""",0.83,2598,0.34,1240
12688957,San Pedro,Vaca,Parida,104.2,325,"""2018-09-13T00:00:00.000Z""",0.5,1712,0.49,1697
12688955,San Pedro,Vaca,Preñada,104.2,288,"""2018-09-13T00:00:00.000Z""",0.38,1328,0.33,1213
12688951,San Pedro,Vaca,Vacía,104.2,300,"""2018-09-13T00:00:00.000Z""",0.46,1571,0.37,1314
12688942,San Pedro,Vaca,Preñada,104.2,360,"""2018-09-13T00:00:00.000Z""",1.5,4521,0.53,1822
14476094,San Pedro,Vaca,Preñada,103.1,301,"""2018-09-13T00:00:00.000Z""",1.04,3191,0.26,1017
12688934,San Pedro,Vaca,Preñada,104.2,333,"""2018-09-13T00:00:00.000Z""",0.79,2529,0.41,1466
12688923,San Pedro,Vaca,Inseminada,104.2,327,"""2018-09-13T00:00:00.000Z""",0.46,1598,0.42,1490
14476097,San Pedro,Vaquilla,Vacía,103.1,290,"""2018-09-13T00:00:00.000Z""",0.71,2255,0.22,887
12688919,San Pedro,Vaca,Vacía,104.2,323,"""2018-09-13T00:00:00.000Z""",1.38,4137,0.32,1218
16464848,San Pedro,Vaca,Vacía,105.2,332,"""2018-09-13T00:00:00.000Z""",0.17,794,0.37,1346
12688911,San Pedro,Vaca,Vacía,104.2,307,"""2018-09-13T00:00:00.000Z""",0.96,2965,0.34,1261
14476105,San Pedro,Vaca,Vacía,103.1,316,"""2018-09-13T00:00:00.000Z""",0.63,2050,0.31,1181
12688910,San Pedro,Vaca,Vacía,104.2,279,"""2018-09-13T00:00:00.000Z""",0.04,395,0.45,1532
12688898,San Pedro,Vaca,Vacía,104.2,324,"""2018-09-13T00:00:00.000Z""",0.38,1364,0.47,1636
12688893,San Pedro,Vaca,Vacía,104.2,337,"""2018-09-13T00:00:00.000Z""",-0.17,-125,0.35,1321
12688888,San Pedro,Vaca,Preñada,104.2,294,"""2018-09-13T00:00:00.000Z""",0.54,1797,0.13,652
14476112,San Pedro,Vaca,Vacía,103.1,312,"""2018-09-13T00:00:00.000Z""",1.13,3433,0.35,1296
14476116,San Pedro,Vaca,Vacía,103.1,287,"""2018-09-13T00:00:00.000Z""",0.29,1096,0.14,675
14476130,San Pedro,Vaca,Vacía,103.1,290,"""2018-09-13T00:00:00.000Z""",0.75,2371,0.27,1036
14476135,San Pedro,Vaca,Vacía,103.1,294,"""2018-09-13T00:00:00.000Z""",1.21,3646,0.48,1636
14476142,San Pedro,Vaca,Preñada,103.1,326,"""2018-09-13T00:00:00.000Z""",0.54,1829,0.41,1459
14476147,San Pedro,Vaca,Preñada,103.1,320,"""2018-09-13T00:00:00.000Z""",0.21,898,0.42,1483
14476149,San Pedro,Vaquilla,Preñada,103.1,278,"""2018-09-13T00:00:00.000Z""",0.13,625,0.2,845
14476152,San Pedro,Vaca,Preñada,103.1,262,"""2018-09-13T00:00:00.000Z""",0.42,1418,0.22,859
14476154,San Pedro,Vaca,Vacía,103.1,316,"""2018-09-13T00:00:00.000Z""",0.08,547,0.4,1420
14476157,San Pedro,Vaca,Preñada,103.1,315,"""2018-09-13T00:00:00.000Z""",1.13,3436,0.39,1389
14476158,San Pedro,Vaca,Preñada,103.1,279,"""2018-09-13T00:00:00.000Z""",0.38,1319,0.19,816
14476174,San Pedro,Vaca,Parida,103.1,277,"""2018-09-13T00:00:00.000Z""",0.83,2589,0.29,1082
14476184,San Pedro,Vaca,Vacía,103.1,270,"""2018-09-13T00:00:00.000Z""",0.92,2813,0.27,1016
10591199,San Pedro,Vaca,Preñada,104.2,338,"""2018-09-13T00:00:00.000Z""",1,3112,0.38,1382
10591198,San Pedro,Vaca,Preñada,104.2,326,"""2018-09-13T00:00:00.000Z""",0.96,2984,0.24,982
10591196,San Pedro,Vaca,Preñada,104.2,293,"""2018-09-13T00:00:00.000Z""",0.54,1796,0.18,800
10591194,San Pedro,Vaca,Vacía,104.2,308,"""2018-09-13T00:00:00.000Z""",0.54,1811,0.27,1054
10591187,San Pedro,Vaca,Preñada,104.2,303,"""2018-09-13T00:00:00.000Z""",0.79,2499,0.22,900
10591099,San Pedro,Vaca,Vacía,105.2,328,"""2018-09-13T00:00:00.000Z""",0.04,444,0.35,1312
14475906,San Pedro,Vaca,Preñada,104.2,331,"""2018-08-20T00:00:00.000Z""",0.62,2053,0.77,2480
4264010,San Pedro,Vaca,Vacía,162.2,33,"""2018-07-26T00:00:00.000Z""",,,,
19219885,San Pedro,Toro,,117.2,546,"""2018-06-21T00:00:00.000Z""",,,,
18086765,San Pedro,Toro,,115.8,592,"""2018-06-21T00:00:00.000Z""",,,,
18086766,San Pedro,Toro,,114.1,602,"""2018-06-21T00:00:00.000Z""",,,,
14475681,San Pedro,Toro,,104.2,308,"""2018-06-21T00:00:00.000Z""",,,,
14475685,San Pedro,Toro,,104.2,302,"""2018-06-21T00:00:00.000Z""",,,,
18086767,San Pedro,Toro,,114.1,608,"""2018-06-21T00:00:00.000Z""",,,,
21430632,San Pedro,Toro,,104.2,342,"""2018-06-21T00:00:00.000Z""",,,,
10591074,San Pedro,Toro,,105.2,310,"""2018-06-21T00:00:00.000Z""",,,,
18859774,San Pedro,Toro,,114.1,578,"""2018-06-21T00:00:00.000Z""",,,,
18086770,San Pedro,Toro,,104.2,321,"""2018-06-21T00:00:00.000Z""",,,,
14476333,San Pedro,Toro,,114.1,554,"""2018-06-21T00:00:00.000Z""",,,,
18086760,San Pedro,Toro,,114.1,602,"""2018-06-21T00:00:00.000Z""",,,,
18086763,San Pedro,Toro,,114.1,586,"""2018-06-21T00:00:00.000Z""",,,,
18086764,San Pedro,Toro,,114.1,610,"""2018-06-21T00:00:00.000Z""",,,,
10591185,San Pedro,Toro,,104.2,332,"""2018-06-21T00:00:00.000Z""",,,,
21430676,San Pedro,Toro,,114.1,582,"""2018-06-21T00:00:00.000Z""",,,,
25005400,San Pedro,Toro,,104.2,319,"""2018-06-21T00:00:00.000Z""",,,,
14475726,San Pedro,Toro,,104.2,307,"""2018-06-21T00:00:00.000Z""",,,,
14475649,San Pedro,Toro,,104.2,301,"""2018-06-21T00:00:00.000Z""",,,,
21430653,San Pedro,Toro,,114.1,518,"""2018-06-21T00:00:00.000Z""",,,,
14475795,San Pedro,Toro,,104.2,322,"""2018-06-21T00:00:00.000Z""",,,,
4220907,San Pedro,Vaca,Vacía,187.2,820,"""2018-06-19T00:00:00.000Z""",,,,
10590815,San Pedro,Vaca,Parida,270.3,508,"""2018-06-19T00:00:00.000Z""",,,,
10590809,San Pedro,Vaca,Vacía,174.2,730,"""2018-06-19T00:00:00.000Z""",,,,
10590799,San Pedro,Vaca,Preñada,173.2,658,"""2018-06-19T00:00:00.000Z""",,,,
25836361,San Pedro,Vaca,Preñada,159.2,538,"""2018-06-19T00:00:00.000Z""",,,,
10590795,San Pedro,Vaca,Vacía,220.2,690,"""2018-06-19T00:00:00.000Z""",,,,
10590426,San Pedro,Vaca,Preñada,138.2,512,"""2018-06-19T00:00:00.000Z""",,,,
10590417,San Pedro,Vaca,Parida,138.2,542,"""2018-06-19T00:00:00.000Z""",,,,
10590250,San Pedro,Vaca,Vacía,138.2,504,"""2018-06-19T00:00:00.000Z""",,,,
10590180,San Pedro,Vaca,Preñada,139.2,510,"""2018-06-19T00:00:00.000Z""",,,,
4298649,San Pedro,Vaca,Preñada,139.2,564,"""2018-06-19T00:00:00.000Z""",,,,
4298007,San Pedro,Vaca,Preñada,147.2,564,"""2018-06-19T00:00:00.000Z""",,,,
4297581,San Pedro,Vaca,Preñada,149.2,638,"""2018-06-19T00:00:00.000Z""",,,,
4296996,San Pedro,Vaca,Vacía,151.2,568,"""2018-06-19T00:00:00.000Z""",,,,
4282545,San Pedro,Vaca,Vacía,152.2,602,"""2018-06-19T00:00:00.000Z""",,,,
4282524,San Pedro,Vaca,Vacía,152.2,678,"""2018-06-19T00:00:00.000Z""",,,,
18086759,San Pedro,Vaca,Preñada,186.2,746,"""2018-06-19T00:00:00.000Z""",,,,
16465000,San Pedro,Vaca,Vacía,150.2,562,"""2018-06-19T00:00:00.000Z""",,,,
4264674,San Pedro,Vaca,Vacía,158.1,634,"""2018-06-19T00:00:00.000Z""",,,,
4264649,San Pedro,Vaca,Vacía,158.1,614,"""2018-06-19T00:00:00.000Z""",,,,
4264457,San Pedro,Vaca,Preñada,159.2,634,"""2018-06-19T00:00:00.000Z""",,,,
4264347,San Pedro,Vaca,Preñada,160.2,495,"""2018-06-19T00:00:00.000Z""",,,,
4264216,San Pedro,Vaca,Preñada,160.2,588,"""2018-06-19T00:00:00.000Z""",,,,
20055828,San Pedro,Vaca,Vacía,139.2,491,"""2018-06-19T00:00:00.000Z""",,,,
20055838,San Pedro,Vaca,Vacía,176.2,718,"""2018-06-19T00:00:00.000Z""",,,,
4264060,San Pedro,Vaca,Vacía,161.2,648,"""2018-06-19T00:00:00.000Z""",,,,
20055874,San Pedro,Vaca,Vacía,152.2,628,"""2018-06-19T00:00:00.000Z""",,,,
4263861,San Pedro,Vaca,Preñada,162.2,526,"""2018-06-19T00:00:00.000Z""",,,,
4263734,San Pedro,Vaca,Preñada,162.2,642,"""2018-06-19T00:00:00.000Z""",,,,
21430657,San Pedro,Vaca,Preñada,148.2,646,"""2018-06-19T00:00:00.000Z""",,,,
4263672,San Pedro,Vaca,Vacía,162.2,646,"""2018-06-19T00:00:00.000Z""",,,,
4263665,San Pedro,Vaca,Vacía,162.2,624,"""2018-06-19T00:00:00.000Z""",,,,
4263629,San Pedro,Vaca,Vacía,162.2,708,"""2018-06-19T00:00:00.000Z""",,,,
4263533,San Pedro,Vaca,Preñada,163.2,552,"""2018-06-19T00:00:00.000Z""",,,,
4263520,San Pedro,Vaca,Preñada,163.2,692,"""2018-06-19T00:00:00.000Z""",,,,
4263519,San Pedro,Vaca,Preñada,163.2,578,"""2018-06-19T00:00:00.000Z""",,,,
4263492,San Pedro,Vaca,Preñada,163.2,702,"""2018-06-19T00:00:00.000Z""",,,,
4237418,San Pedro,Vaca,Vacía,171.2,618,"""2018-06-19T00:00:00.000Z""",,,,
4237259,San Pedro,Vaca,Preñada,173.2,614,"""2018-06-19T00:00:00.000Z""",,,,
4236909,San Pedro,Vaca,Preñada,175.2,708,"""2018-06-19T00:00:00.000Z""",,,,
4236870,San Pedro,Vaca,Preñada,175.2,646,"""2018-06-19T00:00:00.000Z""",,,,
4236726,San Pedro,Vaca,Preñada,175.2,584,"""2018-06-19T00:00:00.000Z""",,,,
4236659,San Pedro,Vaca,Preñada,175.2,934,"""2018-06-19T00:00:00.000Z""",,,,
4228783,San Pedro,Vaca,Preñada,185.7,596,"""2018-06-19T00:00:00.000Z""",,,,
4221146,San Pedro,Vaca,Preñada,186.2,632,"""2018-06-19T00:00:00.000Z""",,,,
4220988,San Pedro,Vaca,Vacía,186.2,650,"""2018-06-19T00:00:00.000Z""",,,,
4220955,San Pedro,Vaca,Preñada,186.2,656,"""2018-06-19T00:00:00.000Z""",,,,
4220006,San Pedro,Vaca,Vacía,174.2,602,"""2018-06-19T00:00:00.000Z""",,,,
10591004,San Pedro,Vaca,Vacía,186.2,710,"""2018-06-19T00:00:00.000Z""",,,,
10590934,San Pedro,Vaca,Vacía,163,634,"""2018-06-19T00:00:00.000Z""",,,,
10590919,San Pedro,Vaca,Preñada,186.2,708,"""2018-06-19T00:00:00.000Z""",,,,
10590839,San Pedro,Vaca,Parida,263.4,500,"""2018-06-19T00:00:00.000Z""",,,,
4220970,San Pedro,Vaca,Vacía,186.2,680,"""2018-06-14T00:00:00.000Z""",,,,
21430694,San Pedro,Vaca,Preñada,175.2,606,"""2018-06-14T00:00:00.000Z""",,,,
4297178,San Pedro,Vaca,Vacía,150.2,594,"""2018-06-14T00:00:00.000Z""",,,,
4264092,San Pedro,Vaca,Vacía,161.2,640,"""2018-06-14T00:00:00.000Z""",,,,
4220788,San Pedro,Vaca,Preñada,186.2,722,"""2018-06-14T00:00:00.000Z""",,,,
4264372,San Pedro,Vaca,Parida,159.7,470,"""2018-06-14T00:00:00.000Z""",,,,
4220288,San Pedro,Vaca,Vacía,175.2,552,"""2018-06-14T00:00:00.000Z""",,,,
4297255,San Pedro,Vaca,Vacía,150.2,626,"""2018-06-14T00:00:00.000Z""",,,,
4297869,San Pedro,Vaca,Preñada,148.2,612,"""2018-06-14T00:00:00.000Z""",,,,
4298457,San Pedro,Vaca,Preñada,139.7,478,"""2018-06-14T00:00:00.000Z""",,,,
4263477,San Pedro,Vaca,Preñada,163.2,704,"""2018-06-14T00:00:00.000Z""",,,,
4263339,San Pedro,Vaca,Vacía,163.2,629,"""2018-06-14T00:00:00.000Z""",,,,
4221184,San Pedro,Vaca,Preñada,186.2,760,"""2018-06-14T00:00:00.000Z""",,,,
10590918,San Pedro,Vaca,Preñada,184.2,724,"""2018-06-14T00:00:00.000Z""",,,,
4263728,San Pedro,Vaca,Vacía,162.2,610,"""2018-06-14T00:00:00.000Z""",,,,
4221523,San Pedro,Vaca,Preñada,184.2,672,"""2018-06-14T00:00:00.000Z""",,,,
10590796,San Pedro,Vaca,Vacía,160.2,600,"""2018-06-14T00:00:00.000Z""",,,,
4264698,San Pedro,Vaca,Vacía,158.1,556,"""2018-06-14T00:00:00.000Z""",,,,
4282346,San Pedro,Vaca,Vacía,152.2,628,"""2018-06-14T00:00:00.000Z""",,,,
4282385,San Pedro,Vaca,Preñada,152.2,602,"""2018-06-14T00:00:00.000Z""",,,,
20055868,San Pedro,Vaca,Vacía,172.2,654,"""2018-06-14T00:00:00.000Z""",,,,
16464839,San Pedro,Vaca,Preñada,187.2,672,"""2018-06-14T00:00:00.000Z""",,,,
16464999,San Pedro,Vaca,Vacía,157.2,640,"""2018-06-14T00:00:00.000Z""",,,,
4282397,San Pedro,Vaca,Preñada,152.2,758,"""2018-06-14T00:00:00.000Z""",,,,
4282429,San Pedro,Vaca,Vacía,152.2,664,"""2018-06-14T00:00:00.000Z""",,,,
16464805,San Pedro,Vaca,Preñada,150.2,572,"""2018-06-14T00:00:00.000Z""",,,,
4296925,San Pedro,Vaca,Preñada,151.2,650,"""2018-06-14T00:00:00.000Z""",,,,
4221308,San Pedro,Vaca,Vacía,185.2,552,"""2018-06-14T00:00:00.000Z""",,,,
25836163,San Pedro,Vaca,Vacía,115.2,472,"""2018-06-13T00:00:00.000Z""",,,,
25836209,San Pedro,Vaca,Vacía,115.3,456,"""2018-06-13T00:00:00.000Z""",,,,
25836240,San Pedro,Vaca,Preñada,116,498,"""2018-06-13T00:00:00.000Z""",,,,
25836370,San Pedro,Vaca,Vacía,116.1,452,"""2018-06-13T00:00:00.000Z""",,,,
12546487,San Pedro,Vaca,Preñada,117.8,480,"""2018-06-13T00:00:00.000Z""",,,,
12688082,San Pedro,Vaca,Vacía,116.6,487,"""2018-06-13T00:00:00.000Z""",,,,
12688099,San Pedro,Vaca,Preñada,116.4,442,"""2018-06-13T00:00:00.000Z""",,,,
12688123,San Pedro,Vaca,Vacía,116.9,461,"""2018-06-13T00:00:00.000Z""",,,,
22620328,San Pedro,Vaca,Preñada,114.9,486,"""2018-06-13T00:00:00.000Z""",,,,
12688138,San Pedro,Vaca,Vacía,116.1,442,"""2018-06-13T00:00:00.000Z""",,,,
12688181,San Pedro,Vaca,Vacía,115.9,452,"""2018-06-13T00:00:00.000Z""",,,,
12688208,San Pedro,Vaca,Vacía,115.9,434,"""2018-06-13T00:00:00.000Z""",,,,
21430656,San Pedro,Vaca,Preñada,117.4,491,"""2018-06-13T00:00:00.000Z""",,,,
12688260,San Pedro,Vaca,Vacía,115.7,413,"""2018-06-13T00:00:00.000Z""",,,,
12688365,San Pedro,Vaca,Vacía,115.4,484,"""2018-06-13T00:00:00.000Z""",,,,
12688443,San Pedro,Vaca,Preñada,115.2,459,"""2018-06-13T00:00:00.000Z""",,,,
12688502,San Pedro,Vaca,Vacía,115.1,471,"""2018-06-13T00:00:00.000Z""",,,,
12688532,San Pedro,Vaca,Preñada,115.1,430,"""2018-06-13T00:00:00.000Z""",,,,
12688682,San Pedro,Vaca,Preñada,114.6,432,"""2018-06-13T00:00:00.000Z""",,,,
12688737,San Pedro,Vaca,Vacía,114.4,478,"""2018-06-13T00:00:00.000Z""",,,,
12688783,San Pedro,Vaca,Vacía,114.3,462,"""2018-06-13T00:00:00.000Z""",,,,
16464873,San Pedro,Vaca,Preñada,115.1,440,"""2018-06-13T00:00:00.000Z""",,,,
