Diio,Fundo,Tipo ganado,Fecha nacimiento,Estado reproductivo,Estado leche,Motivo,Detalle,Fecha baja,Creado por,Fecha creado
26438488,San Pedro,Ternero,"""2024-10-06T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-10-17T00:00:00.000Z""",Diego,"""2024-10-17T00:00:00.000Z"""
10591187,San Pedro,Vaca,"""2017-08-15T00:00:00.000Z""",Parida,En Leche,Muerte,hipomagnesemia,"""2024-10-17T00:00:00.000Z""",Diego,"""2024-10-17T00:00:00.000Z"""
26437207,San Pedro,Ternero,"""2024-06-27T00:00:00.000Z""",,,Accidente,cae cuneta,"""2024-10-17T00:00:00.000Z""",Diego,"""2024-10-17T00:00:00.000Z"""
26438170,San Pedro,Ternera,"""2024-08-26T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-10-17T00:00:00.000Z""",Diego,"""2024-10-17T00:00:00.000Z"""
12688958,San Pedro,Vaca,"""2017-08-15T00:00:00.000Z""",Parida,En Leche,Muerte,Baja condición corporal,"""2024-10-07T00:00:00.000Z""",Diego,"""2024-10-07T00:00:00.000Z"""
26437571,San Pedro,Ternero,"""2024-07-22T00:00:00.000Z""",,,Muerte,enterrada en el barro,"""2024-10-07T00:00:00.000Z""",Diego,"""2024-10-07T00:00:00.000Z"""
26438200,San Pedro,Ternero,"""2024-08-29T00:00:00.000Z""",,,Diarrea,empacho,"""2024-10-07T00:00:00.000Z""",Diego,"""2024-10-07T00:00:00.000Z"""
26438426,San Pedro,Ternero,"""2024-09-25T00:00:00.000Z""",,,Muerte,guachero sin madre,"""2024-10-07T00:00:00.000Z""",Diego,"""2024-10-07T00:00:00.000Z"""
26437485,San Pedro,Ternero,"""2024-07-19T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-10-07T00:00:00.000Z""",Diego,"""2024-10-07T00:00:00.000Z"""
26438196,San Pedro,Ternera,"""2024-08-29T00:00:00.000Z""",,,jotes,jotes,"""2024-10-04T00:00:00.000Z""",Diego,"""2024-10-04T00:00:00.000Z"""
26437859,San Pedro,Ternera,"""2024-08-07T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-10-04T00:00:00.000Z""",Diego,"""2024-10-04T00:00:00.000Z"""
26437231,San Pedro,Ternera,"""2024-07-02T00:00:00.000Z""",,,Muerte,enterrada en el barro,"""2024-10-04T00:00:00.000Z""",Diego,"""2024-10-04T00:00:00.000Z"""
4237056,San Pedro,Vaca,"""2011-10-15T00:00:00.000Z""",Parida,En Leche,Muerte,hipomagnesemia,"""2024-10-04T00:00:00.000Z""",Diego,"""2024-10-04T00:00:00.000Z"""
26438393,San Pedro,Ternero,"""2024-09-21T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-10-04T00:00:00.000Z""",Diego,"""2024-10-04T00:00:00.000Z"""
26438406,San Pedro,Ternera,"""2024-09-21T00:00:00.000Z""",,,Diarrea,diarrea,"""2024-10-04T00:00:00.000Z""",Diego,"""2024-10-04T00:00:00.000Z"""
24190006,Arriendo las quebradas ,Novillo,"""2023-09-15T00:00:00.000Z""",,,Muerte,flaco,"""2024-10-29T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
24189848,Arriendo las quebradas ,Novillo,"""2023-09-07T00:00:00.000Z""",,,Muerte,coccidiosis ( no responde a tratamiento),"""2024-09-23T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
22811699,Arriendo las quebradas ,Novillo,"""2023-08-12T00:00:00.000Z""",,,Muerte,coccidiosis ( no responde a tratamiento),"""2024-09-21T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
22811768,Arriendo las quebradas ,Novillo,"""2023-08-12T00:00:00.000Z""",,,Muerte,flaco,"""2024-09-13T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
24189865,Arriendo las quebradas ,Novillo,"""2023-09-09T00:00:00.000Z""",,,Muerte,diarrea,"""2024-09-10T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
24189872,Arriendo las quebradas ,Novillo,"""2023-09-09T00:00:00.000Z""",,,Muerte,flaco,"""2024-09-05T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
24190017,Arriendo las quebradas ,Novillo,"""2023-09-23T00:00:00.000Z""",,,Muerte,flaco,"""2024-09-02T00:00:00.000Z""",guentrepan,"""2024-10-01T00:00:00.000Z"""
20774921,Medieria Frival,Novillo,"""2022-05-23T00:00:00.000Z""",,,Muerte,accidente ( Electrocutado),"""2024-09-23T00:00:00.000Z""",guentrepan,"""2024-09-24T00:00:00.000Z"""
21514442,Medieria Frival,Novillo,"""2022-05-17T00:00:00.000Z""",,,Muerte,Abomasitis,"""2024-09-24T00:00:00.000Z""",guentrepan,"""2024-09-24T00:00:00.000Z"""
26437815,San Pedro,Ternero,"""2024-08-05T00:00:00.000Z""",,,jotes,jotes,"""2024-09-23T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26437212,San Pedro,Ternera,"""2024-06-27T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-16T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
4264537,San Pedro,Vaca,"""2013-01-15T00:00:00.000Z""",Parida,En Leche,Accidente,cae cuneta,"""2024-09-22T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
18954008,San Pedro,Vaca,"""2020-08-04T00:00:00.000Z""",Parida,En Leche,Muerte,Nylon,"""2024-09-13T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26437766,San Pedro,Ternera,"""2024-08-04T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2024-09-15T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26438240,San Pedro,Ternero,"""2024-09-01T00:00:00.000Z""",,,Diarrea,empacho,"""2024-09-15T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
14475854,San Pedro,Vaca,"""2017-08-15T00:00:00.000Z""",Parida,En Leche,Accidente,Cae quebrada,"""2024-09-22T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
16464489,San Pedro,Vaca,"""2018-09-13T00:00:00.000Z""",Parida,En Leche,Enteritis Hemorrágica y Abomasitis,Enteritis Hemorrágica y Abomasitis,"""2024-09-23T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26438264,San Pedro,Ternera,"""2024-09-04T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-14T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26437389,San Pedro,Ternera,"""2024-07-14T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2024-09-07T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26437692,San Pedro,Ternera,"""2024-07-30T00:00:00.000Z""",,,Diarrea,empacho,"""2024-09-23T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26437897,San Pedro,Ternero,"""2024-08-09T00:00:00.000Z""",,,Diarrea,empacho,"""2024-09-16T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26438245,San Pedro,Ternero,"""2024-09-02T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-22T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
21430284,San Pedro,Vaca,"""2021-09-23T00:00:00.000Z""",Parida,En Leche,Accidente,cae cuneta,"""2024-09-20T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
26437697,San Pedro,Ternera,"""2024-07-30T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-09-18T00:00:00.000Z""",Diego,"""2024-09-24T00:00:00.000Z"""
22436793,Mollendo ,Novillo,"""2022-07-25T00:00:00.000Z""",,,Muerte,Ruptura Vena Cava,"""2024-09-21T00:00:00.000Z""",guentrepan,"""2024-09-23T00:00:00.000Z"""
22811636,feedlot,Vaquilla,"""2023-08-04T00:00:00.000Z""",Preencaste,,Muerte,Neumonia,"""2024-09-13T00:00:00.000Z""",guentrepan,"""2024-09-16T00:00:00.000Z"""
26438195,San Pedro,Ternera,"""2024-08-28T00:00:00.000Z""",,,Muerte,Cae canal Misle,"""2024-09-10T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26438131,San Pedro,Ternera,"""2024-08-23T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-11T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437266,San Pedro,Ternero,"""2024-07-05T00:00:00.000Z""",,,Diarrea,empacho,"""2024-09-03T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437560,San Pedro,Ternero,"""2024-07-21T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-09-03T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437377,San Pedro,Ternera,"""2024-07-14T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-07T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26438251,San Pedro,Ternero,"""2024-09-02T00:00:00.000Z""",,,hipotermia,entumido,"""2024-09-07T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437402,San Pedro,Ternera,"""2024-07-15T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2024-09-04T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437726,San Pedro,Ternero,"""2024-08-02T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-07T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26438105,San Pedro,Ternera,"""2024-08-21T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-07T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437747,San Pedro,Ternera,"""2024-08-04T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-09-09T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26438254,San Pedro,Ternero,"""2024-09-02T00:00:00.000Z""",,,jotes,jotes,"""2024-09-10T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437598,San Pedro,Ternero,"""2024-07-25T00:00:00.000Z""",,,Diarrea,empacho,"""2024-09-03T00:00:00.000Z""",Diego,"""2024-09-13T00:00:00.000Z"""
26437620,San Pedro,Ternero,"""2024-07-25T00:00:00.000Z""",,,Accidente,Pisado vaca,"""2024-09-04T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26437996,San Pedro,Ternera,"""2024-08-19T00:00:00.000Z""",,,Muerte,hipotermia,"""2024-08-21T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26437676,San Pedro,Ternero,"""2024-07-29T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-28T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26438093,San Pedro,Ternero,"""2024-08-19T00:00:00.000Z""",,,Diarrea,jotes,"""2024-08-28T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26438205,San Pedro,Ternera,"""2024-08-29T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-26T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26437940,San Pedro,Ternera,"""2024-08-11T01:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-08-24T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26438134,San Pedro,Ternera,"""2024-08-23T00:00:00.000Z""",,,Accidente,Pisado vaca,"""2024-09-24T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26437381,San Pedro,Ternera,"""2024-07-14T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-20T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
26437709,San Pedro,Ternero,"""2024-08-01T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-27T00:00:00.000Z""",Diego,"""2024-09-04T00:00:00.000Z"""
24190186,Arriendo las quebradas ,Novillo,"""2023-08-24T00:00:00.000Z""",,,Muerte,coccidiosis ( no responde a tratamiento),"""2024-08-14T00:00:00.000Z""",guentrepan,"""2024-08-31T00:00:00.000Z"""
22811550,Arriendo las quebradas ,Novillo,"""2023-08-01T00:00:00.000Z""",,,Muerte,flaco,"""2024-08-11T01:00:00.000Z""",guentrepan,"""2024-08-31T00:00:00.000Z"""
24190426,feedlot,Ternera,"""2023-10-02T00:00:00.000Z""",,,Muerte,Acidosis ruminal,"""2024-08-19T00:00:00.000Z""",guentrepan,"""2024-08-31T00:00:00.000Z"""
24189815,feedlot,Ternera,"""2023-09-11T00:00:00.000Z""",,,Muerte,Acidosis ruminal,"""2024-08-19T00:00:00.000Z""",guentrepan,"""2024-08-31T00:00:00.000Z"""
14475745,San Pedro,Vaca,"""2017-08-15T00:00:00.000Z""",Preñada,En Leche,muerte,Hip lock,"""2024-08-22T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
18954174,San Pedro,Vaca,"""2020-08-16T00:00:00.000Z""",Preñada,En Leche,Muerte,naylon y pelotas de pelo,"""2024-08-24T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
21430011,San Pedro,Vaca,"""2021-08-26T00:00:00.000Z""",Parida,En Leche,Muerte,hipomagnesemia,"""2024-08-25T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
25836266,San Pedro,Vaca,"""2020-10-03T00:00:00.000Z""",Parida,En Leche,Accidente,Caída arbol,"""2024-08-02T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
26438039,San Pedro,Ternera,"""2024-08-15T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-19T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
26437502,San Pedro,Ternera,"""2024-07-19T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-17T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
26437939,San Pedro,Ternera,"""2024-08-11T01:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-08-25T00:00:00.000Z""",Diego,"""2024-08-29T00:00:00.000Z"""
26437989,San Pedro,Ternera,"""2024-08-12T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-23T00:00:00.000Z""",Diego,"""2024-08-23T00:00:00.000Z"""
26437463,San Pedro,Ternero,"""2024-07-18T00:00:00.000Z""",,,Muerte,guachero sin madre,"""2024-08-20T00:00:00.000Z""",Diego,"""2024-08-22T00:00:00.000Z"""
10590285,San Pedro,Vaca,"""2014-10-15T00:00:00.000Z""",Preñada,En Leche,Muerte,Perros,"""2024-08-18T00:00:00.000Z""",Diego,"""2024-08-22T00:00:00.000Z"""
26437597,San Pedro,Ternero,"""2024-07-25T00:00:00.000Z""",,,coccidiosis,muerte,"""2024-08-16T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
24190165,Arriendo las quebradas ,Ternero,"""2023-08-22T00:00:00.000Z""",,,Muerte,flaco,"""2024-08-09T00:00:00.000Z""",guentrepan,"""2024-08-16T00:00:00.000Z"""
24190455,Arriendo las quebradas ,Ternero,"""2023-10-06T00:00:00.000Z""",,,Muerte,coccidiosis ( no responde a tratamiento),"""2024-08-05T00:00:00.000Z""",guentrepan,"""2024-08-16T00:00:00.000Z"""
22811420,Arriendo Santa Isabel ,Vaquilla,"""2023-07-27T00:00:00.000Z""",Preencaste,,Muerte,coccidiosis,"""2024-08-10T00:00:00.000Z""",guentrepan,"""2024-08-16T00:00:00.000Z"""
26437302,San Pedro,Ternero,"""2024-07-12T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2024-08-02T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
10590702,San Pedro,Vaca,"""2014-11-15T00:00:00.000Z""",Parida,En Leche,Muerte,Enteritis Hemorrágica y Abomasitis,"""2024-08-12T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
26437758,San Pedro,Ternero,"""2024-08-04T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2024-08-06T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
26437211,San Pedro,Ternero,"""2024-06-27T00:00:00.000Z""",,,Muerte,Apretada por estampida,"""2024-08-01T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
10590971,San Pedro,Vaca,"""2005-11-10T00:00:00.000Z""",Parida,En Leche,flaco,flaco,"""2024-08-01T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
26437637,San Pedro,Ternero,"""2024-07-26T00:00:00.000Z""",,,Diarrea,jotes,"""2024-08-06T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
22619610,San Pedro,Vaquilla,"""2022-07-25T00:00:00.000Z""",Preñada,,muerte,Hip lock,"""2024-08-11T01:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
26437360,San Pedro,Ternero,"""2024-07-13T00:00:00.000Z""",,,Neumonia,neumonia cronica,"""2024-08-02T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
26437367,San Pedro,Ternero,"""2024-07-13T00:00:00.000Z""",,,Diarrea,empacho,"""2024-08-10T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
26437297,San Pedro,Ternero,"""2024-07-12T00:00:00.000Z""",,,coccidiosis,muerte,"""2024-08-05T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
25836258,San Pedro,Vaca,"""2019-09-07T00:00:00.000Z""",Parida,En Leche,Accidente,accidente,"""2024-08-02T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
25836143,San Pedro,Vaca,"""2016-09-05T00:00:00.000Z""",Preñada,En Leche,Accidente,Pisado vaca,"""2024-08-01T00:00:00.000Z""",Diego,"""2024-08-16T00:00:00.000Z"""
22811274,Arriendo Santa Isabel ,Vaquilla,"""2023-07-19T00:00:00.000Z""",Preencaste,,Muerte,Septicemia,"""2024-07-08T00:00:00.000Z""",guentrepan,"""2024-08-12T00:00:00.000Z"""
22352461,Medieria Frival,Novillo,"""2022-05-28T00:00:00.000Z""",,,Muerte,Abomasitis,"""2024-08-08T00:00:00.000Z""",guentrepan,"""2024-08-12T00:00:00.000Z"""
23880640,Medieria Frival,Vaquilla,"""2022-05-17T00:00:00.000Z""",Vacía,,Muerte,Abomasitis,"""2024-07-30T00:00:00.000Z""",guentrepan,"""2024-08-12T00:00:00.000Z"""
22083595,Medieria Frival,Novillo,"""2022-05-21T00:00:00.000Z""",,,Muerte,abseso,"""2024-07-30T00:00:00.000Z""",guentrepan,"""2024-08-12T00:00:00.000Z"""
26437399,San Pedro,Ternera,"""2024-07-15T00:00:00.000Z""",,,coccidiosis,muerte,"""2024-08-03T00:00:00.000Z""",Diego,"""2024-08-07T00:00:00.000Z"""
26437265,San Pedro,Ternero,"""2024-07-05T00:00:00.000Z""",,,Diarrea,diarrea,"""2024-07-11T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
26437219,San Pedro,Ternera,"""2024-06-29T00:00:00.000Z""",,,Diarrea,empacho,"""2024-07-24T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
26437370,San Pedro,Ternera,"""2024-07-13T00:00:00.000Z""",,,Diarrea,diarrea,"""2024-07-22T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
26437229,San Pedro,Ternero,"""2024-07-02T00:00:00.000Z""",,,jotes,jotes,"""2024-07-25T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
26437464,San Pedro,Ternera,"""2024-07-18T00:00:00.000Z""",,,hipotermia,entumido,"""2024-07-28T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
25836417,San Pedro,Ternero,"""2024-06-24T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2024-07-15T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
26437383,San Pedro,Ternera,"""2024-07-14T00:00:00.000Z""",,,Diarrea,diarrea,"""2024-07-30T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
26437570,San Pedro,Ternera,"""2024-07-22T00:00:00.000Z""",,,Diarrea,empacho,"""2024-07-23T00:00:00.000Z""",Diego,"""2024-07-30T00:00:00.000Z"""
12688540,San Pedro,Vaca,"""2016-09-17T00:00:00.000Z""",Parida,En Leche,Impactacion ruminal,muerte subita,"""2024-07-25T00:00:00.000Z""",Diego,"""2024-07-26T00:00:00.000Z"""
19219907,San Pedro,Vaca,"""2021-07-31T00:00:00.000Z""",Preñada,En Leche,Muerte,Flaca PTBc,"""2024-07-24T00:00:00.000Z""",Diego,"""2024-07-26T00:00:00.000Z"""
10591162,San Pedro,Vaca,"""2011-08-15T00:00:00.000Z""",Preñada,En Leche,Muerte,Flaca PTBc,"""2024-07-26T00:00:00.000Z""",Diego,"""2024-07-26T00:00:00.000Z"""
26437308,San Pedro,Ternero,"""2024-07-12T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2024-07-22T00:00:00.000Z""",Diego,"""2024-07-22T00:00:00.000Z"""
25836412,San Pedro,Ternera,"""2024-06-24T00:00:00.000Z""",,,jotes,jotes,"""2024-07-22T00:00:00.000Z""",Diego,"""2024-07-22T00:00:00.000Z"""
26437210,San Pedro,Ternero,"""2024-06-27T00:00:00.000Z""",,,hipotermia,entumido,"""2024-07-19T00:00:00.000Z""",Diego,"""2024-07-21T00:00:00.000Z"""
4297933,San Pedro,Vaca,"""2014-01-15T00:00:00.000Z""",Parida,En Leche,Enteritis Hemorrágica y Abomasitis,Enteritis Hemorrágica y Abomasitis,"""2024-07-21T00:00:00.000Z""",Diego,"""2024-07-21T00:00:00.000Z"""
25836150,San Pedro,Vaca,"""2020-08-18T00:00:00.000Z""",Preñada,En Leche,Accidente,Cae quebrada,"""2024-07-17T00:00:00.000Z""",Diego,"""2024-07-17T00:00:00.000Z"""
25836406,San Pedro,Ternera,"""2024-06-24T00:00:00.000Z""",,,jotes,jotes,"""2024-07-17T00:00:00.000Z""",Diego,"""2024-07-17T00:00:00.000Z"""
26437218,San Pedro,Ternera,"""2024-06-29T00:00:00.000Z""",,,Muerte,Perros,"""2024-07-17T00:00:00.000Z""",Diego,"""2024-07-17T00:00:00.000Z"""
26437262,San Pedro,Ternera,"""2024-07-05T00:00:00.000Z""",,,Muerte,Perros,"""2024-07-17T00:00:00.000Z""",Diego,"""2024-07-17T00:00:00.000Z"""
26437350,San Pedro,Ternera,"""2024-07-13T00:00:00.000Z""",,,hipotermia,temporal,"""2024-07-17T00:00:00.000Z""",Diego,"""2024-07-17T00:00:00.000Z"""
22811773,feedlot,Ternero,"""2023-08-13T01:00:00.000Z""",,,Muerte,neumonía cronica,"""2024-07-04T00:00:00.000Z""",guentrepan,"""2024-07-04T00:00:00.000Z"""
19338814,Medieria Frival,Novillo,"""2022-05-31T00:00:00.000Z""",,,Muerte,abseso abdominal,"""2024-06-26T00:00:00.000Z""",guentrepan,"""2024-06-28T00:00:00.000Z"""
21704535,Medieria Frival,Novillo,"""2022-05-10T00:00:00.000Z""",,,Muerte,Septicemia,"""2024-06-06T00:00:00.000Z""",guentrepan,"""2024-06-26T00:00:00.000Z"""
22789507,Medieria Frival,Novillo,"""2022-10-07T00:00:00.000Z""",,,Muerte,abomasitis hemorragica,"""2024-06-25T00:00:00.000Z""",guentrepan,"""2024-06-26T00:00:00.000Z"""
24190392,San Pedro,Ternero,"""2023-09-30T00:00:00.000Z""",,,Muerte,ajuste inventario,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
24190044,San Pedro,Ternero,"""2023-09-25T00:00:00.000Z""",,,Muerte,ajuste inventario,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
24189891,San Pedro,Ternera,"""2023-09-11T00:00:00.000Z""",,,Muerte,ajuste inventario,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
24180382,San Pedro,Ternero,"""2023-09-11T00:00:00.000Z""",,,Muerte,ajuste inventario,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
24180006,San Pedro,Ternero,"""2023-09-23T00:00:00.000Z""",,,Muerte,ajuste inventario,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
24180000,San Pedro,Ternero,"""2023-09-22T00:00:00.000Z""",,,Muerte,ajuste inventario,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
21430387,San Pedro,Vaca,"""2021-09-28T00:00:00.000Z""",Vacía,En Leche,Muerte,Flaca PTBc,"""2024-06-23T00:00:00.000Z""",Diego,"""2024-06-23T00:00:00.000Z"""
22811434,feedlot,Ternero,"""2023-07-27T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2024-06-03T00:00:00.000Z""",guentrepan,"""2024-06-04T00:00:00.000Z"""
22619263,feedlot,Novillo,"""2022-07-30T00:00:00.000Z""",,,Neumonia,neumonia cronica,"""2024-06-02T00:00:00.000Z""",guentrepan,"""2024-06-03T00:00:00.000Z"""
22619917,feedlot,Vaquilla,"""2022-08-03T00:00:00.000Z""",Preencaste,,Accidente,accidente,"""2024-05-29T00:00:00.000Z""",guentrepan,"""2024-06-01T00:00:00.000Z"""
22619500,feedlot,Novillo,"""2022-08-20T00:00:00.000Z""",,,Fractura cadera,Fractura cadera,"""2024-05-19T00:00:00.000Z""",guentrepan,"""2024-05-22T00:00:00.000Z"""
19108810,Mollendo ,Vaquilla,"""2022-09-14T00:00:00.000Z""",Vacía,,Accidente,accidente,"""2024-05-21T00:00:00.000Z""",guentrepan,"""2024-05-22T00:00:00.000Z"""
21429938,San Pedro,Vaca,"""2021-08-21T00:00:00.000Z""",Preñada,En Leche,Muerte,Peritonitis,"""2024-05-14T00:00:00.000Z""",Diego,"""2024-05-20T00:00:00.000Z"""
22811641,Arriendo Santa Isabel ,Ternera,"""2023-08-04T00:00:00.000Z""",,,Abigeato,Abigeato,"""2024-05-14T00:00:00.000Z""",guentrepan,"""2024-05-15T00:00:00.000Z"""
22811217,Arriendo Santa Isabel ,Ternera,"""2023-07-23T00:00:00.000Z""",,,Abigeato,Abigeato,"""2024-05-14T00:00:00.000Z""",guentrepan,"""2024-05-15T00:00:00.000Z"""
22811491,Arriendo Santa Isabel ,Ternera,"""2023-07-28T00:00:00.000Z""",,,Muerte,Abomasitis,"""2024-04-04T00:00:00.000Z""",guentrepan,"""2024-05-03T00:00:00.000Z"""
19219263,San Pedro,Vaca,"""2021-07-28T00:00:00.000Z""",Preñada,En Leche,Accidente,Cae quebrada,"""2024-04-30T00:00:00.000Z""",Diego,"""2024-04-30T00:00:00.000Z"""
18086776,San Pedro,Vaca,"""2017-07-15T00:00:00.000Z""",Preñada,En Leche,Muerte,Flaca PTBc,"""2024-04-29T00:00:00.000Z""",Diego,"""2024-04-29T00:00:00.000Z"""
21339464,feedlot,Novillo,"""2022-01-15T00:00:00.000Z""",,,Baja,sin registros,"""2024-02-29T00:00:00.000Z""",guentrepan,"""2024-04-20T00:00:00.000Z"""
22811874,San Pedro,Ternera,"""2023-08-17T00:00:00.000Z""",,,Neumonia,neumonia cronica,"""2024-04-20T00:00:00.000Z""",guentrepan,"""2024-04-20T00:00:00.000Z"""
