Diio,Fundo,Tipo ganado,Fecha nacimiento,Estado reproductivo,Estado leche,Motivo,Detalle,Fecha baja,Creado por,Fecha creado
26186191,Recría Feedlot ,Ternero,"""2025-08-08T00:00:00.000Z""",,,Muerte,Neumonia,"""2026-04-15T00:00:00.000Z""",Hernan Silva,"""2026-04-17T00:00:00.000Z"""
24945235,Medieria FT,Novillo,"""2024-03-04T00:00:00.000Z""",,,Muerte,neumonía cronica,"""2026-04-13T00:00:00.000Z""",Hernan Silva,"""2026-04-15T00:00:00.000Z"""
25275194,Medieria FT,Novillo,"""2024-03-20T00:00:00.000Z""",,,Muerte,neumonía cronica,"""2026-04-14T00:00:00.000Z""",Hernan Silva,"""2026-04-15T00:00:00.000Z"""
23304473,Medieria FT,Novillo,"""2024-01-28T00:00:00.000Z""",,,Muerte,Abomasitis,"""2026-04-04T00:00:00.000Z""",Hernan Silva,"""2026-04-07T00:00:00.000Z"""
25275187,Medieria FT,Novillo,"""2024-03-20T00:00:00.000Z""",,,Muerte,Úlcera de abomaso,"""2026-04-06T00:00:00.000Z""",Hernan Silva,"""2026-04-07T00:00:00.000Z"""
22546691,Medieria FT,Novillo,"""2024-03-04T00:00:00.000Z""",,,Muerte,Flaco (neumonia crónica),"""2026-04-02T00:00:00.000Z""",Hernan Silva,"""2026-04-03T00:00:00.000Z"""
27832847,Medieria FT,Novillo,"""2024-03-12T00:00:00.000Z""",,,Muerte,flaco,"""2026-03-27T00:00:00.000Z""",Hernan Silva,"""2026-03-31T00:00:00.000Z"""
26438466,feedlot,Vaquilla,"""2024-10-04T00:00:00.000Z""",Preencaste,,Muerte,Ptbc,"""2026-03-28T00:00:00.000Z""",Hernan Silva,"""2026-03-31T00:00:00.000Z"""
25045015,Medieria FT,Novillo,"""2024-01-14T00:00:00.000Z""",,,Muerte,Pansaso,"""2026-03-12T00:00:00.000Z""",Hernan Silva,"""2026-03-31T00:00:00.000Z"""
22811262,feedlot,Vaca,"""2023-07-17T00:00:00.000Z""",Parida,En Leche,Muerte,Ptbc,"""2026-03-25T00:00:00.000Z""",Hernan Silva,"""2026-03-27T00:00:00.000Z"""
27281714,Mollendo ,Novillo,"""2024-03-13T00:00:00.000Z""",,,Muerte,Impactación Ruminal,"""2026-03-26T00:00:00.000Z""",Hernan Silva,"""2026-03-27T00:00:00.000Z"""
23599343,Recría FT,Novillo,"""2025-12-22T00:00:00.000Z""",,,Muerte,flaco,"""2026-03-22T00:00:00.000Z""",Hernan Silva,"""2026-03-27T00:00:00.000Z"""
26250894,San Pedro,Ternero,"""2025-10-27T00:00:00.000Z""",,,Accidente,Enterrada monte,"""2026-03-23T00:00:00.000Z""",Diego,"""2026-03-26T00:00:00.000Z"""
25938256,San Pedro,Ternera,"""2025-08-17T00:00:00.000Z""",,,fractura de mano/pies,no responde tratamiento,"""2026-03-21T00:00:00.000Z""",Diego,"""2026-03-26T00:00:00.000Z"""
26205400,San Pedro,Ternera,"""2025-08-25T00:00:00.000Z""",,,perros,perros,"""2026-03-23T00:00:00.000Z""",Diego,"""2026-03-26T00:00:00.000Z"""
26207536,San Pedro,Ternero,"""2025-09-26T00:00:00.000Z""",,,perros,perros,"""2026-02-20T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
22620344,San Pedro,Vaca,"""2016-08-21T00:00:00.000Z""",Parida,En Leche,Muerte,Baja condición corporal,"""2026-02-24T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
25938122,San Pedro,Ternero,"""2025-08-13T00:00:00.000Z""",,,fractura de mano/pies,no responde tratamiento,"""2026-02-09T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
22938186,San Pedro,Ternera,"""2025-08-15T00:00:00.000Z""",,,Muerte,Perros,"""2026-02-14T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
26205322,San Pedro,Ternero,"""2025-09-04T00:00:00.000Z""",,,clostridium,muerte súbita,"""2026-02-10T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
16967752,San Pedro,Vaca,"""2015-07-15T00:00:00.000Z""",Parida,En Leche,Accidente,Enterrada monte,"""2026-02-17T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
22619542,San Pedro,Vaca,"""2022-08-29T00:00:00.000Z""",Parida,En Leche,Enteritis Hemorrágica y Abomasitis,Enteritis Hemorrágica y Abomasitis,"""2026-02-12T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
26250859,San Pedro,Ternera,"""2025-08-20T00:00:00.000Z""",,,Muerte,Flaco (neumonia crónica),"""2026-02-27T00:00:00.000Z""",Diego,"""2026-02-27T00:00:00.000Z"""
24321515,Medieria FT,Novillo,"""2023-11-13T00:00:00.000Z""",,,Muerte,flaco,"""2026-02-23T00:00:00.000Z""",Hernan Silva,"""2026-02-23T00:00:00.000Z"""
23585322,Medieria FT,Novillo,"""2023-11-10T00:00:00.000Z""",,,Muerte,Impactación Ruminal,"""2026-02-01T00:00:00.000Z""",Hernan Silva,"""2026-02-20T00:00:00.000Z"""
26502810,Recría FT,Novillo,"""2025-12-22T00:00:00.000Z""",,,Muerte,neumonía cronica,"""2026-02-12T00:00:00.000Z""",Hernan Silva,"""2026-02-20T00:00:00.000Z"""
21453796,Medieria FT,Novillo,"""2023-12-18T00:00:00.000Z""",,,Muerte,ciego flaco,"""2026-02-09T00:00:00.000Z""",guentrepan,"""2026-02-09T00:00:00.000Z"""
25990241,Recría FT,Novillo,"""2025-12-11T00:00:00.000Z""",,,Muerte,Neumonia,"""2026-02-04T00:00:00.000Z""",guentrepan,"""2026-02-06T00:00:00.000Z"""
19219150,San Pedro,Vaca,"""2021-07-17T00:00:00.000Z""",Parida,En Leche,Muerte,Peritonitis,"""2026-02-05T00:00:00.000Z""",Diego,"""2026-02-05T00:00:00.000Z"""
16464325,San Pedro,Vaca,"""2018-09-03T00:00:00.000Z""",Parida,En Leche,Muerte,Flaca PTBc,"""2026-01-31T00:00:00.000Z""",Diego,"""2026-01-31T00:00:00.000Z"""
27268877,Recría FT,Novillo,"""2025-12-11T00:00:00.000Z""",,,Accidente,cae cuneta,"""2026-01-31T00:00:00.000Z""",Diego,"""2026-01-31T00:00:00.000Z"""
26502925,Recría FT,Novillo,"""2025-12-22T00:00:00.000Z""",,,Impactacion ruminal,panzaso,"""2026-01-31T00:00:00.000Z""",Diego,"""2026-01-31T00:00:00.000Z"""
23605031,Medieria FT,Novillo,"""2023-12-24T00:00:00.000Z""",,,fractura de mano/pies,no responde tratamiento,"""2026-01-31T00:00:00.000Z""",Diego,"""2026-01-31T00:00:00.000Z"""
26250889,San Pedro,Ternero,"""2025-10-25T00:00:00.000Z""",,,clostridium,muerte súbita,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26250881,San Pedro,Ternera,"""2025-11-30T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26250880,San Pedro,Ternera,"""2025-11-30T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26250858,San Pedro,Ternero,"""2025-08-20T00:00:00.000Z""",,,Accidente,Cae quebrada,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26207585,San Pedro,Ternera,"""2025-10-01T00:00:00.000Z""",,,Accidente,Cae quebrada,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26207540,San Pedro,Ternero,"""2025-09-26T00:00:00.000Z""",,,Calostro,Mala calidad o ingesta,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26207527,San Pedro,Ternera,"""2025-09-26T00:00:00.000Z""",,,Diarrea,empacho,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26205500,San Pedro,Ternera,"""2025-09-02T00:00:00.000Z""",,,Calostro,Mala calidad o ingesta,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26186076,San Pedro,Ternero,"""2025-08-02T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26186051,San Pedro,Ternero,"""2025-08-02T00:00:00.000Z""",,,Accidente,cae cuneta,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
25938392,San Pedro,Ternera,"""2025-08-25T00:00:00.000Z""",,,Accidente,Enterrada monte,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
25938381,San Pedro,Ternero,"""2025-08-24T00:00:00.000Z""",,,Neumonia,neumonia cronica,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
25938195,San Pedro,Ternera,"""2025-08-15T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-22T00:00:00.000Z"""
26965979,Recría FT,Novillo,"""2025-12-10T00:00:00.000Z""",,,Muerte,Baja condición corporal,"""2026-01-15T00:00:00.000Z""",Diego,"""2026-01-20T00:00:00.000Z"""
26588309,Recría FT,Novillo,"""2025-12-04T00:00:00.000Z""",,,Fractura cadera,Fractura cadera,"""2026-01-10T00:00:00.000Z""",Diego,"""2026-01-20T00:00:00.000Z"""
23189376,Recría FT,Novillo,"""2025-12-11T00:00:00.000Z""",,,Muerte,Baja condición corporal,"""2026-01-20T00:00:00.000Z""",Diego,"""2026-01-20T00:00:00.000Z"""
26437885,feedlot,Vaquilla,"""2024-08-08T00:00:00.000Z""",Vacía,,Muerte,colico,"""2026-01-15T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
26924550,Medieria FT,Novillo,"""2023-12-05T00:00:00.000Z""",,,Muerte,Abomasitis,"""2026-01-13T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
25836390,feedlot,Novillo,"""2024-10-04T00:00:00.000Z""",,,Muerte,baja inventario,"""2026-01-09T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
24190267,feedlot,Novillo,"""2023-08-23T00:00:00.000Z""",,,Muerte,baja inventario,"""2026-01-09T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
24190089,feedlot,Vaquilla,"""2023-09-25T00:00:00.000Z""",Vacía,,Muerte,baja inventario,"""2026-01-09T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
22811664,feedlot,Vaquilla,"""2023-08-08T00:00:00.000Z""",Vacía,,Muerte,baja inventario,"""2026-01-09T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
22811278,feedlot,Vaquilla,"""2023-07-20T00:00:00.000Z""",Vacía,,Muerte,baja inventario,"""2026-01-09T00:00:00.000Z""",guentrepan,"""2026-01-19T00:00:00.000Z"""
23599333,Recría FT,Novillo,"""2025-12-22T00:00:00.000Z""",,,Fractura cadera,Fractura cadera,"""2026-01-19T00:00:00.000Z""",Diego,"""2026-01-19T00:00:00.000Z"""
23189367,Recría FT,Novillo,"""2025-12-11T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2026-01-13T00:00:00.000Z""",Diego,"""2026-01-13T00:00:00.000Z"""
26502826,Recría FT,Novillo,"""2025-12-22T00:00:00.000Z""",,,Muerte,Montas por machos,"""2026-01-13T00:00:00.000Z""",Diego,"""2026-01-13T00:00:00.000Z"""
25836187,San Pedro,Vaca,"""2020-08-16T00:00:00.000Z""",Parida,En Leche,clostridium,muerte súbita,"""2026-01-08T00:00:00.000Z""",Diego,"""2026-01-09T00:00:00.000Z"""
26250851,San Pedro,Ternero,"""2025-10-22T00:00:00.000Z""",,,Muerte,Flaco (neumonia crónica),"""2026-01-05T00:00:00.000Z""",Diego,"""2026-01-05T00:00:00.000Z"""
26501506,Mollendo ,Novillo,"""2023-12-04T00:00:00.000Z""",,,Muerte,Neumonia,"""2026-01-03T00:00:00.000Z""",guentrepan,"""2026-01-05T00:00:00.000Z"""
26250848,San Pedro,Ternero,"""2025-10-21T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-23T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26205471,San Pedro,Ternero,"""2025-08-31T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-26T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26207543,San Pedro,Ternera,"""2025-09-26T00:00:00.000Z""",,,Muerte,guachero sin madre,"""2025-12-18T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26250872,San Pedro,Ternero,"""2025-10-27T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-12-18T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26250884,San Pedro,Ternero,"""2025-11-01T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-12-18T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26250816,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,Accidente,Enterrada monte,"""2025-12-25T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26250847,San Pedro,Ternera,"""2025-10-21T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-12-25T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26207677,San Pedro,Ternero,"""2025-10-09T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-12-20T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26250870,San Pedro,Ternero,"""2025-10-27T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-12-20T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26250842,San Pedro,Ternera,"""2025-10-20T00:00:00.000Z""",,,Muerte,Perros,"""2025-12-06T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
26205393,San Pedro,Ternero,"""2025-09-10T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-20T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
17988793,Recría FT,Novillo,"""2025-12-04T00:00:00.000Z""",,,Muerte,Montas por machos,"""2025-12-29T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
25966971,Recría FT,Novillo,"""2025-12-04T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-18T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
17988782,Recría FT,Novillo,"""2025-12-04T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-18T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
25052788,Recría FT,Novillo,"""2025-11-24T00:00:00.000Z""",,,Muerte,Fractura columna por monta,"""2025-12-29T00:00:00.000Z""",Diego,"""2025-12-31T00:00:00.000Z"""
23645209,Mollendo ,Vaquilla,"""2023-10-29T00:00:00.000Z""",Vacía,,Muerte,colico,"""2025-12-31T00:00:00.000Z""",guentrepan,"""2025-12-31T00:00:00.000Z"""
24519609,Medieria FT,Novillo,"""2023-11-20T00:00:00.000Z""",,,Muerte,cojo,"""2025-12-26T00:00:00.000Z""",guentrepan,"""2025-12-31T00:00:00.000Z"""
25210047,Medieria FT,Novillo,"""2023-11-20T00:00:00.000Z""",,,Muerte,cuerpo extraño,"""2025-12-26T00:00:00.000Z""",guentrepan,"""2025-12-31T00:00:00.000Z"""
4237060,San Pedro,Vaca,"""2011-10-15T00:00:00.000Z""",Parida,En Leche,Muerte,Flaca PTBc,"""2025-12-22T00:00:00.000Z""",Diego,"""2025-12-22T00:00:00.000Z"""
26437715,feedlot,Novillo,"""2024-08-02T00:00:00.000Z""",,,Muerte,flaco,"""2025-12-22T00:00:00.000Z""",guentrepan,"""2025-12-22T00:00:00.000Z"""
22811512,feedlot,Vaca,"""2023-07-29T00:00:00.000Z""",Parida,En Leche,Muerte,flaco,"""2025-12-22T00:00:00.000Z""",guentrepan,"""2025-12-22T00:00:00.000Z"""
22859489,Recría FT,Novillo,"""2024-12-02T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-16T00:00:00.000Z""",Diego,"""2025-12-16T00:00:00.000Z"""
22591439,Recría FT,Novillo,"""2025-12-04T00:00:00.000Z""",,,clostridium,muerte súbita,"""2025-12-16T00:00:00.000Z""",Diego,"""2025-12-16T00:00:00.000Z"""
27307822,Recría FT,Novillo,"""2025-12-11T00:00:00.000Z""",,,Muerte,Peritonitis,"""2025-12-16T00:00:00.000Z""",Diego,"""2025-12-16T00:00:00.000Z"""
26437578,Arriendo Santa Isabel ,Vaquilla,"""2024-07-22T00:00:00.000Z""",Preencaste,,Abigeato,Abigeato,"""2025-12-02T00:00:00.000Z""",Diego,"""2025-12-16T00:00:00.000Z"""
26437656,Arriendo Santa Isabel ,Vaquilla,"""2024-07-27T00:00:00.000Z""",Preencaste,,Abigeato,Abigeato,"""2025-12-02T00:00:00.000Z""",Diego,"""2025-12-16T00:00:00.000Z"""
26250820,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,fractura de mano/pies,no responde tratamiento,"""2025-12-10T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
26250814,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-12-10T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
23547818,San Pedro,Ternera,"""2025-06-01T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-12-10T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
26250812,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,Accidente,Enterrada monte,"""2025-12-10T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
26250875,San Pedro,Ternera,"""2025-11-30T00:00:00.000Z""",,,Muerte,Neumonia,"""2025-12-10T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
26250850,San Pedro,Ternero,"""2025-10-21T00:00:00.000Z""",,,Muerte,guachero sin madre,"""2025-12-10T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
12688375,San Pedro,Vaca,"""2016-09-07T00:00:00.000Z""",Parida,En Leche,Listeriosis,muerte,"""2025-12-02T00:00:00.000Z""",Diego,"""2025-12-10T00:00:00.000Z"""
26437764,feedlot,Novillo,"""2024-08-04T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2025-11-17T00:00:00.000Z""",Diego,"""2025-12-05T00:00:00.000Z"""
26437482,feedlot,Vaquilla,"""2024-07-19T00:00:00.000Z""",Preencaste,,Impactacion ruminal,panzaso,"""2025-11-04T00:00:00.000Z""",Diego,"""2025-12-05T00:00:00.000Z"""
26250813,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
25938261,San Pedro,Ternero,"""2025-08-17T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
26207520,San Pedro,Ternero,"""2025-09-26T00:00:00.000Z""",,,Muerte,guachero sin madre,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
26207696,San Pedro,Ternero,"""2025-10-13T00:00:00.000Z""",,,fractura de mano/pies,no responde tratamiento,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
26207568,San Pedro,Ternera,"""2025-10-01T00:00:00.000Z""",,,perros,perros,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
26207649,San Pedro,Ternero,"""2025-10-06T00:00:00.000Z""",,,perros,perros,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
26205392,San Pedro,Ternero,"""2025-09-10T00:00:00.000Z""",,,perros,perros,"""2025-11-30T00:00:00.000Z""",Diego,"""2025-11-30T00:00:00.000Z"""
26438390,Arriendo las quebradas ,Novillo,"""2024-09-21T00:00:00.000Z""",,,Neumonia,neumonia cronica,"""2025-11-05T00:00:00.000Z""",Diego,"""2025-11-24T00:00:00.000Z"""
26250817,San Pedro,Ternero,"""2025-10-16T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26250802,San Pedro,Ternero,"""2025-10-13T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
25938378,San Pedro,Ternera,"""2025-08-24T00:00:00.000Z""",,,jotes,jotes,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26207629,San Pedro,Ternero,"""2025-10-03T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26250834,San Pedro,Ternero,"""2025-10-20T00:00:00.000Z""",,,Diarrea,jotes,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26250818,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,Calostro,Mala calidad o ingesta,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26207692,San Pedro,Ternero,"""2025-10-13T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26205429,San Pedro,Ternero,"""2025-08-27T00:00:00.000Z""",,,coccidiosis,muerte,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26250819,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,perros,perros,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26250821,San Pedro,Ternero,"""2025-10-16T00:00:00.000Z""",,,Calostro,Mala calidad o ingesta,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26207447,San Pedro,Ternero,"""2025-09-17T00:00:00.000Z""",,,coccidiosis,muerte,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
25938340,San Pedro,Ternero,"""2025-08-22T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
26250822,San Pedro,Ternera,"""2025-10-16T00:00:00.000Z""",,,Diarrea,jotes,"""2025-10-31T00:00:00.000Z""",Diego,"""2025-11-05T00:00:00.000Z"""
23598418,Mollendo ,Novillo,"""2023-06-19T00:00:00.000Z""",,,Muerte,anemia aguda,"""2025-10-20T00:00:00.000Z""",guentrepan,"""2025-10-21T00:00:00.000Z"""
25836259,San Pedro,Vaca,"""2020-09-01T00:00:00.000Z""",Parida,En Leche,Enteritis Hemorrágica y Abomasitis,Enteritis Hemorrágica y Abomasitis,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
26207528,San Pedro,Ternera,"""2025-09-26T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
26207655,San Pedro,Ternera,"""2025-10-06T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
26207653,San Pedro,Ternera,"""2025-10-06T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
26207694,San Pedro,Ternero,"""2025-10-13T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
23547989,San Pedro,Ternera,"""2025-07-28T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
26207635,San Pedro,Ternero,"""2025-10-03T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-20T00:00:00.000Z""",Diego,"""2025-10-20T00:00:00.000Z"""
26205352,San Pedro,Ternera,"""2025-10-06T00:00:00.000Z""",,,coccidiosis,muerte,"""2025-10-16T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26207519,San Pedro,Ternero,"""2025-09-26T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-10-16T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26207553,San Pedro,Ternero,"""2025-10-01T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2025-10-07T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26207518,San Pedro,Ternero,"""2025-09-26T00:00:00.000Z""",,,Diarrea,empacho,"""2025-10-07T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26207557,San Pedro,Ternero,"""2025-10-01T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-10-02T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
23547906,San Pedro,Ternero,"""2025-07-18T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2025-10-02T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26207525,San Pedro,Ternero,"""2025-09-26T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-10-13T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26186061,San Pedro,Ternera,"""2025-08-02T00:00:00.000Z""",,,coccidiosis,no responde a tratamiento,"""2025-10-13T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
25938238,San Pedro,Ternero,"""2025-08-16T00:00:00.000Z""",,,Neumonia,Neumonia fulminante,"""2025-10-13T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26207478,San Pedro,Ternera,"""2025-09-22T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-10-10T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26186294,San Pedro,Ternero,"""2025-08-12T00:00:00.000Z""",,,Diarrea,no responde a tratamiento,"""2025-10-10T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
22619650,San Pedro,Vaca,"""2022-08-10T00:00:00.000Z""",Parida,En Leche,Accidente,cae cuneta,"""2025-10-14T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
25938372,San Pedro,Ternera,"""2025-08-24T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-14T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
26205486,San Pedro,Ternero,"""2025-09-01T00:00:00.000Z""",,,Accidente,cae cuneta,"""2025-10-14T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
16908324,San Pedro,Vaca,"""2018-08-30T00:00:00.000Z""",Parida,En Leche,Muerte,hipomagnesemia,"""2025-10-03T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
18086225,San Pedro,Vaca,"""2019-08-19T00:00:00.000Z""",Parida,En Leche,Muerte,hipomagnesemia,"""2025-10-03T00:00:00.000Z""",Diego,"""2025-10-16T00:00:00.000Z"""
