Diio,Fecha nacimiento,Tipo ganado,Raza,Fundo,Estado reproductivo,Estado leche,Observaciones,Partos,Diio Madre,Padre,Abuelo,Origen,Fecha creado
4220788,"""2010-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,13,,,,,"""2018-06-04T00:00:00.000Z"""
4220869,"""2010-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,13,,,,,"""2018-06-04T00:00:00.000Z"""
4221444,"""2010-11-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,13,,,,,"""2018-06-04T00:00:00.000Z"""
4236497,"""2011-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4236609,"""2011-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4236659,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4236735,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4236870,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4236887,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4236899,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4236933,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4236936,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237012,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237021,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237031,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237047,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237052,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237103,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237157,"""2011-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237210,"""2011-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237257,"""2011-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4237259,"""2011-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237314,"""2011-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237453,"""2012-02-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4237497,"""2012-02-11T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
4263465,"""2012-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4263477,"""2012-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4263490,"""2012-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4263518,"""2012-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4263519,"""2012-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4263622,"""2012-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4263636,"""2012-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4263718,"""2012-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264017,"""2012-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264103,"""2012-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264186,"""2012-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264216,"""2012-12-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264227,"""2012-12-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264275,"""2012-12-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264440,"""2013-01-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264457,"""2013-01-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264545,"""2013-01-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264679,"""2013-02-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
4264709,"""2013-03-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4264764,"""2013-07-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4282232,"""2013-07-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
4282525,"""2013-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4282573,"""2013-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4296802,"""2013-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4296966,"""2013-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4296996,"""2013-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297132,"""2013-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297281,"""2013-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297345,"""2013-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297396,"""2013-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297524,"""2013-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297581,"""2013-11-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4297982,"""2014-01-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4298287,"""2014-07-31T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
4298377,"""2014-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
4298416,"""2014-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
4298457,"""2014-08-30T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,10,,,,,"""2018-06-04T00:00:00.000Z"""
4298552,"""2014-08-30T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
8244894,"""2024-03-28T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Purranque,"""2026-03-28T00:00:00.000Z"""
10590217,"""2014-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
10590283,"""2014-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
10590398,"""2014-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
10590807,"""2011-10-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
10590889,"""2010-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
10591015,"""2010-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,13,,,,,"""2018-06-04T00:00:00.000Z"""
10591066,"""2017-07-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
10591099,"""2017-07-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
10591114,"""2014-10-25T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
10591116,"""2014-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,9,,,,,"""2018-06-04T00:00:00.000Z"""
10591194,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
12505335,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,Ag. Rayen Lafquen,"""2020-10-07T00:00:00.000Z"""
12505419,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,ag. Rayen Lafquen,"""2020-10-08T00:00:00.000Z"""
12546517,"""2016-07-02T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12546531,"""2016-07-04T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12546555,"""2016-07-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12546581,"""2016-07-12T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
12546599,"""2016-07-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12663898,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,ag. Rayen Lafquen,"""2020-10-08T00:00:00.000Z"""
12688029,"""2016-07-24T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688053,"""2016-07-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
12688117,"""2016-08-14T01:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688126,"""2016-07-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
12688128,"""2016-08-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688137,"""2016-08-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688181,"""2016-08-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688349,"""2016-09-05T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688544,"""2016-09-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688566,"""2016-09-20T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688654,"""2016-09-29T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688746,"""2016-10-06T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
12688777,"""2016-10-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688798,"""2016-10-11T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688832,"""2016-10-16T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
12688932,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
12688942,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
12688990,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
12688994,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
13102255,"""2024-04-02T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-04-02T00:00:00.000Z"""
13102795,"""2024-04-18T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
13102796,"""2024-04-18T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
13102799,"""2024-04-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
13140730,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2025-11-27T00:00:00.000Z"""
14329468,"""2024-03-05T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
14461871,"""2017-06-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-10-20T00:00:00.000Z"""
14462516,"""2017-06-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-10-20T00:00:00.000Z"""
14462592,"""2017-06-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,6,,,,,"""2018-10-20T00:00:00.000Z"""
14462760,"""2017-06-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-10-20T00:00:00.000Z"""
14462830,"""2017-06-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-10-20T00:00:00.000Z"""
14462838,"""2017-06-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Parida,En Leche,,7,,,,,"""2018-10-20T00:00:00.000Z"""
14475616,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
14475634,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475642,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475648,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475663,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475671,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475725,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
14475748,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475757,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475779,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475787,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475826,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475838,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475844,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475878,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475894,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,,,,,"""2018-06-04T00:00:00.000Z"""
14475916,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475937,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475947,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
14475980,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
14475983,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14475996,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-06-04T00:00:00.000Z"""
14476061,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476080,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476109,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476116,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476157,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476231,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476285,"""2017-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2018-06-04T00:00:00.000Z"""
14476304,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,11,,,,,"""2018-06-04T00:00:00.000Z"""
14476311,"""2010-12-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Vacía,En Leche,,13,,,,,"""2018-06-04T00:00:00.000Z"""
14476322,"""2011-09-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,12,,,,,"""2018-06-04T00:00:00.000Z"""
14476330,"""2016-06-26T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,8,,,,,"""2018-06-04T00:00:00.000Z"""
14476368,"""2018-07-12T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12546485,Subtantial,,,"""2018-07-12T00:00:00.000Z"""
14476386,"""2018-07-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688058,Subtantial,,,"""2018-07-16T00:00:00.000Z"""
14476413,"""2018-07-17T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4282513,Innovation,,,"""2018-07-18T00:00:00.000Z"""
14476432,"""2018-07-19T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,4221577,Innovation,,,"""2018-07-20T00:00:00.000Z"""
14476454,"""2018-07-21T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,25836141,Subtantial,,,"""2018-07-23T00:00:00.000Z"""
14476456,"""2018-07-22T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,12688472,Subtantial,,,"""2018-07-23T00:00:00.000Z"""
14476525,"""2018-07-25T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,10590815,Big Daddy,,,"""2018-07-26T00:00:00.000Z"""
14476585,"""2018-08-08T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4237286,Innovation,,,"""2018-08-09T00:00:00.000Z"""
14476591,"""2018-08-10T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,14476341,Innovation,,,"""2018-08-11T00:00:00.000Z"""
14476594,"""2018-08-11T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4298333,Innovation,,,"""2018-08-11T00:00:00.000Z"""
14512339,"""2024-04-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-04-18T00:00:00.000Z"""
15180742,"""2025-12-10T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-10T00:00:00.000Z"""
15181321,"""2024-01-20T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Osorno,"""2026-01-20T00:00:00.000Z"""
15453928,"""2017-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,,,,,"""2018-09-27T00:00:00.000Z"""
15553244,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
15624860,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,ag. Rayen Lafquen,"""2020-10-08T00:00:00.000Z"""
15730480,"""2015-07-01T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,7,,,,,"""2019-04-18T00:00:00.000Z"""
15756265,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Preñada,En Leche,,5,,,,ag. Rayen Lafquen,"""2020-10-08T00:00:00.000Z"""
15756289,"""2015-07-15T00:00:00.000Z""",Vaca,Angus Negro,San Pedro,Vacía,En Leche,,5,,,,ag. Rayen Lafquen,"""2020-11-04T00:00:00.000Z"""
16356789,"""2024-11-27T00:00:00.000Z""",Novillo,Angus Rojo,Recría Feedlot ,,,,,,,,Futrono,"""2025-11-27T00:00:00.000Z"""
16356800,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Ag Santa Alejandra (2),"""2026-04-09T00:00:00.000Z"""
16367010,"""2024-01-28T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Oscar Hitschafeld,"""2026-01-28T00:00:00.000Z"""
16464006,"""2018-08-12T01:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688126,Subtantial,,,"""2018-08-13T00:00:00.000Z"""
16464038,"""2018-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,5,25836260,Subtantial,,,"""2018-08-15T00:00:00.000Z"""
16464039,"""2018-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688722,Subtantial,,,"""2018-08-15T00:00:00.000Z"""
16464044,"""2018-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688216,Subtantial,,,"""2018-08-15T00:00:00.000Z"""
16464045,"""2018-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12688152,Subtantial,,,"""2018-08-15T00:00:00.000Z"""
16464050,"""2018-08-14T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,4237063,Klonney K42,,,"""2018-08-15T00:00:00.000Z"""
16464062,"""2018-08-15T00:00:00.000Z""",Vaca,Angus,San Pedro,Preñada,En Leche,,6,12546497,Subtantial,,,"""2018-08-16T00:00:00.000Z"""
