Diio,Fecha nacimiento,Tipo ganado,Raza,Fundo,Estado reproductivo,Estado leche,Observaciones,Partos,Diio Madre,Padre,Abuelo,Origen,Fecha creado
26506210,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26506218,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26506220,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506252,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 2,"""2026-01-14T00:00:00.000Z"""
26506402,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506408,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506610,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506620,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506624,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506642,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506650,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506664,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506668,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506695,"""2024-02-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Mantos Verdes,"""2026-02-05T00:00:00.000Z"""
26506712,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26506719,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26506721,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506722,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26506738,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506742,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506745,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506747,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506762,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506785,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26506805,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506814,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506840,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26506841,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506866,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506871,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26506879,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26506881,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26506898,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 2,"""2026-01-14T00:00:00.000Z"""
26506923,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes 2,"""2026-01-14T00:00:00.000Z"""
26506934,"""2024-02-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Mantos Verdes,"""2026-02-05T00:00:00.000Z"""
26506937,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26506962,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 2,"""2026-01-14T00:00:00.000Z"""
26506967,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes 2,"""2026-01-14T00:00:00.000Z"""
26506973,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26506994,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26506998,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26507021,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26507043,"""2024-02-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Mantos Verdes,"""2026-02-05T00:00:00.000Z"""
26507068,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26507077,"""2024-02-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Mantos Verdes,"""2026-02-05T00:00:00.000Z"""
26507079,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26507083,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26507106,"""2024-01-21T00:00:00.000Z""",Novillo,Hereford,Mollendo ,,,,,,,,Agrícola los Lingues,"""2026-01-21T00:00:00.000Z"""
26507111,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26507121,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26507123,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26507129,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26507139,"""2024-03-13T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,Mollendo 12-03,"""2026-03-13T00:00:00.000Z"""
26507140,"""2024-01-21T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Agrícola los Lingues,"""2026-01-21T00:00:00.000Z"""
26507162,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26507163,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26507168,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26507177,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26507201,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (1),"""2026-02-18T00:00:00.000Z"""
26507203,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26507212,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26507215,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26507267,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26507283,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26507335,"""2024-03-27T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes,"""2026-03-27T00:00:00.000Z"""
26510522,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26510798,"""2024-01-20T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Osorno,"""2026-01-20T00:00:00.000Z"""
26511082,"""2024-11-27T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Tattersall Río Bueno,"""2025-11-27T00:00:00.000Z"""
26513667,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
26513668,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt (1),"""2026-03-05T00:00:00.000Z"""
26519154,"""2023-12-24T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende,"""2025-12-24T00:00:00.000Z"""
26519159,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26519169,"""2023-12-24T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende,"""2025-12-24T00:00:00.000Z"""
26530816,"""2026-03-11T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Hugo Reyes,"""2026-03-11T00:00:00.000Z"""
26531186,"""2025-12-03T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26532691,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Alejandra (2),"""2026-04-09T00:00:00.000Z"""
26533104,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26533187,"""2024-01-20T00:00:00.000Z""",Vaquilla,Angus Negro,Mollendo ,Vacía,,,,,,,Santa Isabel (2),"""2026-01-20T00:00:00.000Z"""
26534225,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
26541201,"""2023-11-25T00:00:00.000Z""",Novillo,Clavel,Recría FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26541600,"""2024-12-02T00:00:00.000Z""",Novillo,Híbrido,Recría FT,,,,,,,,,"""2025-12-02T00:00:00.000Z"""
26553231,"""2025-12-03T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26553233,"""2025-12-03T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26553711,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26553713,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26553752,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26553755,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26555130,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26562282,"""2024-02-20T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Isabel,"""2026-02-20T00:00:00.000Z"""
26566093,"""2024-03-04T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Paillaco,"""2026-03-04T00:00:00.000Z"""
26568030,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26568035,"""2024-01-29T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-29T00:00:00.000Z"""
26568038,"""2024-01-29T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-29T00:00:00.000Z"""
26568143,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26571695,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Recría Feedlot ,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
26572521,"""2024-03-25T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Doña Charo (1),"""2026-03-25T00:00:00.000Z"""
26572522,"""2024-03-25T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Doña Charo (1),"""2026-03-25T00:00:00.000Z"""
26573053,"""2024-01-29T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-29T00:00:00.000Z"""
26573564,"""2024-02-20T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Ag Santa Isabel,"""2026-02-20T00:00:00.000Z"""
26575121,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
26575270,"""2024-04-09T00:00:00.000Z""",Novillo,Angus Rojo,Mollendo ,,,,,,,,Ag Santa Alejandra (2),"""2026-04-09T00:00:00.000Z"""
26575843,"""2023-12-24T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende,"""2025-12-24T00:00:00.000Z"""
26575892,"""2024-02-05T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Oscar Hitschfeld,"""2026-02-05T00:00:00.000Z"""
26580727,"""2024-01-20T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Santa Isabel (1),"""2026-01-20T00:00:00.000Z"""
26580778,"""2025-12-03T00:00:00.000Z""",Novillo,Híbrido,Recría FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26580779,"""2025-12-03T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26580785,"""2025-12-03T00:00:00.000Z""",Novillo,Híbrido,Recría FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26580945,"""2023-12-24T00:00:00.000Z""",Novillo,Hereford,Medieria FT,,,,,,,,Ganadera Viento Sur,"""2025-12-24T00:00:00.000Z"""
26581440,"""2024-11-28T00:00:00.000Z""",Novillo,Clavel,Recría FT,,,,,,,,Fegosa Purranque,"""2025-11-28T00:00:00.000Z"""
26584264,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26584267,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26584272,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26584281,"""2024-03-12T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Fegosa Pto Montt,"""2026-03-12T00:00:00.000Z"""
26584293,"""2023-11-25T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26584667,"""2026-01-20T00:00:00.000Z""",Novillo,Angus Negro,Mollendo ,,,,,,,,Santa Isabel (1),"""2026-01-20T00:00:00.000Z"""
26585382,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
26585386,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
26585574,"""2024-01-29T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-29T00:00:00.000Z"""
26587574,"""2025-11-24T00:00:00.000Z""",Novillo,Híbrido,Recría FT,,,,,,,,,"""2025-11-24T00:00:00.000Z"""
26588307,"""2025-12-04T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,,"""2025-12-04T00:00:00.000Z"""
26591747,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26591748,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26591749,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
26593177,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,José Steffen,"""2026-01-14T00:00:00.000Z"""
26599267,"""2024-01-28T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Oscar Hitschafeld,"""2026-01-28T00:00:00.000Z"""
26607501,"""2023-11-25T00:00:00.000Z""",Novillo,Angus Rojo,Recría FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26607503,"""2023-11-25T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26607507,"""2023-11-25T00:00:00.000Z""",Novillo,Hereford,Medieria FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26607566,"""2023-11-25T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26607603,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26607604,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26607611,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26607620,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26607767,"""2023-11-25T00:00:00.000Z""",Novillo,Angus Rojo,Recría Feedlot ,,,,,,,,Feria Remehue,"""2025-11-25T00:00:00.000Z"""
26608860,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26610292,"""2024-03-28T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-03-28T00:00:00.000Z"""
26614842,"""2024-01-14T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes 1,"""2026-01-14T00:00:00.000Z"""
26614854,"""2024-01-08T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,AG Mantos Verdes,"""2026-01-08T00:00:00.000Z"""
26614872,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26614874,"""2024-02-18T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Ag Mantos Verdes (2),"""2026-02-18T00:00:00.000Z"""
26614875,"""2024-03-12T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Mantos Verdes (12-03-26),"""2026-03-31T00:00:00.000Z"""
26614930,"""2024-03-28T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Puerto Montt,"""2026-03-28T00:00:00.000Z"""
26616657,"""2024-02-13T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26619992,"""2024-01-28T00:00:00.000Z""",Novillo,Angus,Mollendo ,,,,,,,,sta isabel,"""2026-01-28T00:00:00.000Z"""
26721163,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (1),"""2025-12-18T00:00:00.000Z"""
26721165,"""2023-12-18T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Agrícola Gondesende (2),"""2025-12-18T00:00:00.000Z"""
26722100,"""2024-01-20T00:00:00.000Z""",Vaquilla,Angus Rojo,Mollendo ,Vacía,,,,,,,Santa Isabel (2),"""2026-01-20T00:00:00.000Z"""
26723635,"""2024-04-16T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Inversiones El Rocio,"""2026-04-16T00:00:00.000Z"""
26730676,"""2024-03-28T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Fegosa Purranque,"""2026-03-28T00:00:00.000Z"""
26730927,"""2024-03-28T00:00:00.000Z""",Novillo,Overo Negro,Medieria FT,,,,,,,,Fegosa Purranque,"""2026-03-28T00:00:00.000Z"""
26763584,"""2024-01-29T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-29T00:00:00.000Z"""
26763585,"""2024-01-28T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-28T00:00:00.000Z"""
26763586,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
26763664,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
26765875,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26766221,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26766223,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26768344,"""2024-02-13T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26768468,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26773912,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26773913,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
26773917,"""2024-01-29T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Chacaipulli,"""2026-01-29T00:00:00.000Z"""
26773918,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26797257,"""2025-12-11T00:00:00.000Z""",Novillo,Híbrido,Medieria FT,,,,,,,,Pto varas,"""2025-12-11T00:00:00.000Z"""
26901212,"""2024-03-05T00:00:00.000Z""",Novillo,Angus Negro,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
26901316,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26901318,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26901493,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26904988,"""2024-02-13T00:00:00.000Z""",Novillo,Angus Rojo,Medieria FT,,,,,,,,Chacaipulli,"""2026-02-13T00:00:00.000Z"""
26905031,"""2024-03-05T00:00:00.000Z""",Novillo,Clavel,Medieria FT,,,,,,,,Chacaipulli,"""2026-03-05T00:00:00.000Z"""
